O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
17-1022.00	1.C.3.c	Social Orientation	IM	3.12	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.4.a	Self Control	IM	4.03	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.4.b	Stress Tolerance	IM	3.82	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.4.c	Adaptability/Flexibility	IM	3.82	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.5.a	Dependability	IM	4.45	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.5.b	Attention to Detail	IM	4.94	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.5.c	Integrity	IM	4.73	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.6	Independence	IM	3.97	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.7.a	Innovation	IM	3.70	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-1022.00	1.C.7.b	Analytical Thinking	IM	4.61	33	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2011.00	1.C.1.a	Achievement/Effort	IM	4.37	32	0.19	3.98	4.76	N	06/2009	Incumbent
17-2011.00	1.C.1.b	Persistence	IM	4.44	32	0.13	4.18	4.70	N	06/2009	Incumbent
17-2011.00	1.C.1.c	Initiative	IM	4.40	32	0.15	4.10	4.70	N	06/2009	Incumbent
17-2011.00	1.C.2.b	Leadership	IM	4.05	32	0.20	3.63	4.46	N	06/2009	Incumbent
17-2011.00	1.C.3.a	Cooperation	IM	4.27	33	0.17	3.91	4.62	N	06/2009	Incumbent
17-2011.00	1.C.3.b	Concern for Others	IM	3.25	33	0.24	2.75	3.75	N	06/2009	Incumbent
17-2011.00	1.C.3.c	Social Orientation	IM	3.06	33	0.18	2.69	3.43	N	06/2009	Incumbent
17-2011.00	1.C.4.a	Self Control	IM	3.68	33	0.23	3.20	4.16	N	06/2009	Incumbent
17-2011.00	1.C.4.b	Stress Tolerance	IM	4.16	33	0.15	3.86	4.46	N	06/2009	Incumbent
17-2011.00	1.C.4.c	Adaptability/Flexibility	IM	4.14	33	0.25	3.64	4.64	N	06/2009	Incumbent
17-2011.00	1.C.5.a	Dependability	IM	4.51	33	0.08	4.35	4.68	N	06/2009	Incumbent
17-2011.00	1.C.5.b	Attention to Detail	IM	4.64	33	0.13	4.39	4.90	N	06/2009	Incumbent
17-2011.00	1.C.5.c	Integrity	IM	4.30	33	0.16	3.96	4.63	N	06/2009	Incumbent
17-2011.00	1.C.6	Independence	IM	3.94	33	0.12	3.70	4.19	N	06/2009	Incumbent
17-2011.00	1.C.7.a	Innovation	IM	4.42	33	0.19	4.04	4.80	N	06/2009	Incumbent
17-2011.00	1.C.7.b	Analytical Thinking	IM	4.50	33	0.11	4.27	4.72	N	06/2009	Incumbent
17-2021.00	1.C.1.a	Achievement/Effort	IM	3.88	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.1.b	Persistence	IM	3.92	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.1.c	Initiative	IM	4.42	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.2.b	Leadership	IM	3.92	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.3.a	Cooperation	IM	3.96	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.3.b	Concern for Others	IM	3.21	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.3.c	Social Orientation	IM	3.08	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.4.a	Self Control	IM	3.70	23	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.4.b	Stress Tolerance	IM	3.54	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.4.c	Adaptability/Flexibility	IM	4.04	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.5.a	Dependability	IM	4.42	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.5.b	Attention to Detail	IM	4.58	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.5.c	Integrity	IM	4.83	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.6	Independence	IM	3.96	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.7.a	Innovation	IM	4.38	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2021.00	1.C.7.b	Analytical Thinking	IM	4.50	24	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2031.00	1.C.1.a	Achievement/Effort	IM	4.08	34	0.32	3.44	4.73	N	06/2006	Incumbent
17-2031.00	1.C.1.b	Persistence	IM	3.77	34	0.18	3.39	4.14	N	06/2006	Incumbent
17-2031.00	1.C.1.c	Initiative	IM	3.96	34	0.13	3.70	4.22	N	06/2006	Incumbent
17-2031.00	1.C.2.b	Leadership	IM	3.30	34	0.25	2.79	3.82	N	06/2006	Incumbent
17-2031.00	1.C.3.a	Cooperation	IM	4.40	34	0.22	3.95	4.84	N	06/2006	Incumbent
17-2031.00	1.C.3.b	Concern for Others	IM	3.68	34	0.24	3.18	4.18	N	06/2006	Incumbent
17-2031.00	1.C.3.c	Social Orientation	IM	3.61	33	0.25	3.10	4.12	N	06/2006	Incumbent
17-2031.00	1.C.4.a	Self Control	IM	3.95	34	0.16	3.62	4.29	N	06/2006	Incumbent
17-2031.00	1.C.4.b	Stress Tolerance	IM	4.07	34	0.32	3.42	4.71	N	06/2006	Incumbent
17-2031.00	1.C.4.c	Adaptability/Flexibility	IM	4.10	34	0.29	3.51	4.68	N	06/2006	Incumbent
17-2031.00	1.C.5.a	Dependability	IM	4.49	34	0.16	4.16	4.83	N	06/2006	Incumbent
17-2031.00	1.C.5.b	Attention to Detail	IM	4.45	34	0.21	4.03	4.88	N	06/2006	Incumbent
17-2031.00	1.C.5.c	Integrity	IM	3.78	34	0.28	3.21	4.34	N	06/2006	Incumbent
17-2031.00	1.C.6	Independence	IM	3.71	33	0.20	3.29	4.12	N	06/2006	Incumbent
17-2031.00	1.C.7.a	Innovation	IM	3.29	34	0.17	2.95	3.63	N	06/2006	Incumbent
17-2031.00	1.C.7.b	Analytical Thinking	IM	4.23	34	0.28	3.65	4.80	N	06/2006	Incumbent
17-2041.00	1.C.1.a	Achievement/Effort	IM	4.12	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.1.b	Persistence	IM	4.32	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.1.c	Initiative	IM	4.28	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.2.b	Leadership	IM	3.84	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.3.a	Cooperation	IM	3.92	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.3.b	Concern for Others	IM	3.08	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.3.c	Social Orientation	IM	2.88	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.4.a	Self Control	IM	3.76	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.4.b	Stress Tolerance	IM	3.84	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.4.c	Adaptability/Flexibility	IM	4.20	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.5.a	Dependability	IM	4.48	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.5.b	Attention to Detail	IM	4.32	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.5.c	Integrity	IM	4.32	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.6	Independence	IM	3.52	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.7.a	Innovation	IM	3.88	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2041.00	1.C.7.b	Analytical Thinking	IM	4.56	25	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
17-2051.00	1.C.1.a	Achievement/Effort	IM	3.86	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.1.b	Persistence	IM	3.86	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.1.c	Initiative	IM	4.10	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.2.b	Leadership	IM	3.76	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.3.a	Cooperation	IM	3.71	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.3.b	Concern for Others	IM	3.38	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.3.c	Social Orientation	IM	2.86	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.4.a	Self Control	IM	3.62	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.4.b	Stress Tolerance	IM	3.81	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.4.c	Adaptability/Flexibility	IM	3.81	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.5.a	Dependability	IM	4.33	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.5.b	Attention to Detail	IM	4.48	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.5.c	Integrity	IM	4.43	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.6	Independence	IM	3.33	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.7.a	Innovation	IM	3.71	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2051.00	1.C.7.b	Analytical Thinking	IM	4.48	21	n/a	n/a	n/a	n/a	06/2008	Occupational Expert
17-2061.00	1.C.1.a	Achievement/Effort	IM	3.85	17	0.35	3.11	4.59	N	12/2005	Incumbent
17-2061.00	1.C.1.b	Persistence	IM	4.35	17	0.18	3.97	4.73	N	12/2005	Incumbent
17-2061.00	1.C.1.c	Initiative	IM	4.27	17	0.19	3.87	4.67	N	12/2005	Incumbent
17-2061.00	1.C.2.b	Leadership	IM	3.91	17	0.31	3.25	4.58	N	12/2005	Incumbent
17-2061.00	1.C.3.a	Cooperation	IM	4.15	16	0.31	3.49	4.82	N	12/2005	Incumbent
17-2061.00	1.C.3.b	Concern for Others	IM	4.07	16	0.33	3.37	4.76	N	12/2005	Incumbent
17-2061.00	1.C.3.c	Social Orientation	IM	3.01	16	0.66	1.60	4.42	N	12/2005	Incumbent
17-2061.00	1.C.4.a	Self Control	IM	3.93	16	0.31	3.26	4.60	N	12/2005	Incumbent
17-2061.00	1.C.4.b	Stress Tolerance	IM	3.96	16	0.31	3.29	4.63	N	12/2005	Incumbent
17-2061.00	1.C.4.c	Adaptability/Flexibility	IM	3.93	16	0.31	3.27	4.60	N	12/2005	Incumbent
17-2061.00	1.C.5.a	Dependability	IM	3.93	16	0.32	3.25	4.61	N	12/2005	Incumbent
17-2061.00	1.C.5.b	Attention to Detail	IM	4.28	16	0.19	3.88	4.69	N	12/2005	Incumbent
17-2061.00	1.C.5.c	Integrity	IM	4.12	17	0.31	3.45	4.79	N	12/2005	Incumbent
17-2061.00	1.C.6	Independence	IM	4.06	17	0.24	3.56	4.56	N	12/2005	Incumbent
17-2061.00	1.C.7.a	Innovation	IM	3.99	17	0.26	3.44	4.53	N	12/2005	Incumbent
17-2061.00	1.C.7.b	Analytical Thinking	IM	4.26	17	0.19	3.86	4.66	N	12/2005	Incumbent
17-2071.00	1.C.1.a	Achievement/Effort	IM	4.01	44	0.11	3.80	4.22	N	06/2009	Incumbent
17-2071.00	1.C.1.b	Persistence	IM	4.38	44	0.09	4.20	4.56	N	06/2009	Incumbent
17-2071.00	1.C.1.c	Initiative	IM	4.36	44	0.10	4.17	4.56	N	06/2009	Incumbent
17-2071.00	1.C.2.b	Leadership	IM	4.02	44	0.12	3.77	4.27	N	06/2009	Incumbent
17-2071.00	1.C.3.a	Cooperation	IM	4.30	44	0.14	4.02	4.59	N	06/2009	Incumbent
17-2071.00	1.C.3.b	Concern for Others	IM	3.61	44	0.19	3.22	3.99	N	06/2009	Incumbent
17-2071.00	1.C.3.c	Social Orientation	IM	3.51	44	0.14	3.23	3.79	N	06/2009	Incumbent
17-2071.00	1.C.4.a	Self Control	IM	3.79	44	0.10	3.59	3.98	N	06/2009	Incumbent
17-2071.00	1.C.4.b	Stress Tolerance	IM	4.06	42	0.08	3.90	4.21	N	06/2009	Incumbent
17-2071.00	1.C.4.c	Adaptability/Flexibility	IM	4.13	44	0.11	3.90	4.36	N	06/2009	Incumbent
17-2071.00	1.C.5.a	Dependability	IM	4.39	44	0.09	4.21	4.56	N	06/2009	Incumbent
17-2071.00	1.C.5.b	Attention to Detail	IM	4.69	44	0.14	4.41	4.97	N	06/2009	Incumbent
17-2071.00	1.C.5.c	Integrity	IM	4.37	44	0.09	4.20	4.54	N	06/2009	Incumbent
17-2071.00	1.C.6	Independence	IM	4.08	44	0.09	3.90	4.27	N	06/2009	Incumbent
17-2071.00	1.C.7.a	Innovation	IM	3.89	44	0.14	3.60	4.17	N	06/2009	Incumbent
17-2071.00	1.C.7.b	Analytical Thinking	IM	4.54	44	0.10	4.34	4.74	N	06/2009	Incumbent
17-2072.00	1.C.1.a	Achievement/Effort	IM	3.83	22	0.22	3.37	4.28	N	07/2005	Incumbent
17-2072.00	1.C.1.b	Persistence	IM	3.84	22	0.22	3.39	4.29	N	07/2005	Incumbent
17-2072.00	1.C.1.c	Initiative	IM	4.22	22	0.31	3.57	4.87	N	07/2005	Incumbent
17-2072.00	1.C.2.b	Leadership	IM	3.44	22	0.26	2.89	3.98	N	07/2005	Incumbent
17-2072.00	1.C.3.a	Cooperation	IM	3.88	22	0.17	3.52	4.23	N	07/2005	Incumbent
17-2072.00	1.C.3.b	Concern for Others	IM	3.24	22	0.20	2.82	3.66	N	07/2005	Incumbent
17-2072.00	1.C.3.c	Social Orientation	IM	3.23	22	0.25	2.72	3.75	N	07/2005	Incumbent
17-2072.00	1.C.4.a	Self Control	IM	3.75	22	0.26	3.21	4.30	N	07/2005	Incumbent
17-2072.00	1.C.4.b	Stress Tolerance	IM	3.92	22	0.32	3.26	4.59	N	07/2005	Incumbent
17-2072.00	1.C.4.c	Adaptability/Flexibility	IM	3.80	22	0.17	3.45	4.16	N	07/2005	Incumbent
17-2072.00	1.C.5.a	Dependability	IM	4.43	22	0.20	4.02	4.84	N	07/2005	Incumbent
17-2072.00	1.C.5.b	Attention to Detail	IM	4.53	22	0.16	4.20	4.86	N	07/2005	Incumbent
17-2072.00	1.C.5.c	Integrity	IM	4.26	22	0.22	3.81	4.72	N	07/2005	Incumbent
17-2072.00	1.C.6	Independence	IM	3.88	22	0.36	3.13	4.63	N	07/2005	Incumbent
17-2072.00	1.C.7.a	Innovation	IM	4.18	22	0.26	3.64	4.71	N	07/2005	Incumbent
17-2072.00	1.C.7.b	Analytical Thinking	IM	4.19	22	0.17	3.83	4.55	N	07/2005	Incumbent
17-2081.00	1.C.1.a	Achievement/Effort	IM	4.04	17	0.16	3.69	4.38	N	06/2008	Incumbent
17-2081.00	1.C.1.b	Persistence	IM	3.85	17	0.17	3.49	4.20	N	06/2008	Incumbent
17-2081.00	1.C.1.c	Initiative	IM	3.92	17	0.22	3.46	4.39	N	06/2008	Incumbent
17-2081.00	1.C.2.b	Leadership	IM	3.64	17	0.20	3.22	4.06	N	06/2008	Incumbent
17-2081.00	1.C.3.a	Cooperation	IM	4.06	17	0.16	3.74	4.39	N	06/2008	Incumbent
17-2081.00	1.C.3.b	Concern for Others	IM	3.25	17	0.17	2.89	3.62	N	06/2008	Incumbent
17-2081.00	1.C.3.c	Social Orientation	IM	3.34	17	0.23	2.85	3.84	N	06/2008	Incumbent
17-2081.00	1.C.4.a	Self Control	IM	3.49	17	0.25	2.95	4.02	N	06/2008	Incumbent
17-2081.00	1.C.4.b	Stress Tolerance	IM	3.86	17	0.28	3.27	4.44	N	06/2008	Incumbent
17-2081.00	1.C.4.c	Adaptability/Flexibility	IM	4.26	17	0.17	3.90	4.63	N	06/2008	Incumbent
17-2081.00	1.C.5.a	Dependability	IM	4.68	17	0.21	4.24	5.00	N	06/2008	Incumbent
17-2081.00	1.C.5.b	Attention to Detail	IM	4.88	17	0.10	4.66	5.00	N	06/2008	Incumbent
17-2081.00	1.C.5.c	Integrity	IM	4.47	17	0.19	4.07	4.86	N	06/2008	Incumbent
17-2081.00	1.C.6	Independence	IM	3.50	17	0.12	3.25	3.75	N	06/2008	Incumbent
17-2081.00	1.C.7.a	Innovation	IM	3.75	17	0.29	3.13	4.38	N	06/2008	Incumbent
17-2081.00	1.C.7.b	Analytical Thinking	IM	4.32	17	0.20	3.89	4.75	N	06/2008	Incumbent
17-2111.01	1.C.1.a	Achievement/Effort	IM	3.92	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.1.b	Persistence	IM	4.34	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.1.c	Initiative	IM	4.34	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.2.b	Leadership	IM	4.32	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.3.a	Cooperation	IM	4.39	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.3.b	Concern for Others	IM	4.29	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.3.c	Social Orientation	IM	3.92	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.4.a	Self Control	IM	4.32	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.4.b	Stress Tolerance	IM	4.00	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.4.c	Adaptability/Flexibility	IM	4.13	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.5.a	Dependability	IM	4.58	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.5.b	Attention to Detail	IM	4.32	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.5.c	Integrity	IM	4.71	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.6	Independence	IM	3.79	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.7.a	Innovation	IM	3.71	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.01	1.C.7.b	Analytical Thinking	IM	4.00	38	n/a	n/a	n/a	n/a	07/2005	Occupational Expert
17-2111.02	1.C.1.a	Achievement/Effort	IM	3.75	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.1.b	Persistence	IM	3.75	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.1.c	Initiative	IM	4.07	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.2.b	Leadership	IM	3.43	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.3.a	Cooperation	IM	3.71	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.3.b	Concern for Others	IM	2.93	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.3.c	Social Orientation	IM	3.00	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.4.a	Self Control	IM	3.46	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.4.b	Stress Tolerance	IM	3.75	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.4.c	Adaptability/Flexibility	IM	3.71	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.5.a	Dependability	IM	4.29	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.5.b	Attention to Detail	IM	4.39	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.5.c	Integrity	IM	4.46	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.6	Independence	IM	3.75	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.7.a	Innovation	IM	3.50	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.02	1.C.7.b	Analytical Thinking	IM	4.32	28	n/a	n/a	n/a	n/a	06/2006	Occupational Expert
17-2111.03	1.C.1.a	Achievement/Effort	IM	3.76	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.1.b	Persistence	IM	4.03	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.1.c	Initiative	IM	4.03	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.2.b	Leadership	IM	3.59	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.3.a	Cooperation	IM	3.82	28	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.3.b	Concern for Others	IM	3.14	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.3.c	Social Orientation	IM	3.07	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.4.a	Self Control	IM	3.86	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.4.b	Stress Tolerance	IM	3.90	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.4.c	Adaptability/Flexibility	IM	3.55	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.5.a	Dependability	IM	4.38	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.5.b	Attention to Detail	IM	4.48	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.5.c	Integrity	IM	4.69	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.6	Independence	IM	3.72	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.7.a	Innovation	IM	3.41	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2111.03	1.C.7.b	Analytical Thinking	IM	4.21	29	n/a	n/a	n/a	n/a	06/2007	Occupational Expert
17-2112.00	1.C.1.a	Achievement/Effort	IM	4.02	18	0.14	3.72	4.32	N	07/2004	Incumbent
17-2112.00	1.C.1.b	Persistence	IM	4.15	18	0.19	3.74	4.56	N	07/2004	Incumbent
17-2112.00	1.C.1.c	Initiative	IM	4.32	18	0.19	3.92	4.73	N	07/2004	Incumbent
17-2112.00	1.C.2.b	Leadership	IM	4.06	18	0.27	3.48	4.63	N	07/2004	Incumbent
17-2112.00	1.C.3.a	Cooperation	IM	4.10	18	0.16	3.76	4.44	N	07/2004	Incumbent
17-2112.00	1.C.3.b	Concern for Others	IM	3.11	18	0.29	2.51	3.72	N	07/2004	Incumbent
17-2112.00	1.C.3.c	Social Orientation	IM	3.10	18	0.34	2.38	3.82	N	07/2004	Incumbent
17-2112.00	1.C.4.a	Self Control	IM	3.52	18	0.23	3.04	4.00	N	07/2004	Incumbent
17-2112.00	1.C.4.b	Stress Tolerance	IM	3.77	18	0.13	3.50	4.04	N	07/2004	Incumbent
17-2112.00	1.C.4.c	Adaptability/Flexibility	IM	4.29	18	0.15	3.97	4.62	N	07/2004	Incumbent
17-2112.00	1.C.5.a	Dependability	IM	4.40	18	0.20	3.98	4.81	N	07/2004	Incumbent
17-2112.00	1.C.5.b	Attention to Detail	IM	4.66	18	0.16	4.32	5.00	N	07/2004	Incumbent
17-2112.00	1.C.5.c	Integrity	IM	4.27	18	0.12	4.01	4.54	N	07/2004	Incumbent
17-2112.00	1.C.6	Independence	IM	3.94	18	0.36	3.19	4.70	N	07/2004	Incumbent
17-2112.00	1.C.7.a	Innovation	IM	4.14	18	0.26	3.58	4.70	N	07/2004	Incumbent
17-2112.00	1.C.7.b	Analytical Thinking	IM	4.62	17	0.23	4.14	5.00	N	07/2004	Incumbent
17-2121.01	1.C.1.a	Achievement/Effort	IM	3.73	17	0.33	3.02	4.44	N	12/2005	Incumbent
17-2121.01	1.C.1.b	Persistence	IM	4.22	17	0.14	3.92	4.52	N	12/2005	Incumbent
17-2121.01	1.C.1.c	Initiative	IM	4.32	17	0.16	3.98	4.67	N	12/2005	Incumbent
17-2121.01	1.C.2.b	Leadership	IM	4.23	17	0.17	3.87	4.59	N	12/2005	Incumbent
17-2121.01	1.C.3.a	Cooperation	IM	3.99	17	0.27	3.42	4.57	N	12/2005	Incumbent
17-2121.01	1.C.3.b	Concern for Others	IM	3.42	17	0.17	3.06	3.79	N	12/2005	Incumbent
17-2121.01	1.C.3.c	Social Orientation	IM	2.91	17	0.20	2.49	3.34	N	12/2005	Incumbent
17-2121.01	1.C.4.a	Self Control	IM	4.00	17	0.28	3.42	4.59	N	12/2005	Incumbent
17-2121.01	1.C.4.b	Stress Tolerance	IM	3.87	17	0.24	3.36	4.38	N	12/2005	Incumbent
17-2121.01	1.C.4.c	Adaptability/Flexibility	IM	4.05	17	0.17	3.70	4.40	N	12/2005	Incumbent
17-2121.01	1.C.5.a	Dependability	IM	4.44	17	0.16	4.10	4.77	N	12/2005	Incumbent
17-2121.01	1.C.5.b	Attention to Detail	IM	4.36	17	0.24	3.86	4.87	N	12/2005	Incumbent
17-2121.01	1.C.5.c	Integrity	IM	4.95	17	0.04	4.87	5.00	N	12/2005	Incumbent
17-2121.01	1.C.6	Independence	IM	4.16	17	0.23	3.68	4.64	N	12/2005	Incumbent
17-2121.01	1.C.7.a	Innovation	IM	3.97	17	0.25	3.45	4.50	N	12/2005	Incumbent
17-2121.01	1.C.7.b	Analytical Thinking	IM	4.58	17	0.18	4.21	4.96	N	12/2005	Incumbent
17-2121.02	1.C.1.a	Achievement/Effort	IM	3.54	23	0.36	2.79	4.29	N	06/2006	Incumbent
17-2121.02	1.C.1.b	Persistence	IM	3.83	23	0.31	3.18	4.48	N	06/2006	Incumbent
17-2121.02	1.C.1.c	Initiative	IM	4.04	23	0.24	3.54	4.54	N	06/2006	Incumbent
17-2121.02	1.C.2.b	Leadership	IM	3.52	23	0.42	2.64	4.40	N	06/2006	Incumbent
17-2121.02	1.C.3.a	Cooperation	IM	4.25	23	0.20	3.84	4.67	N	06/2006	Incumbent
17-2121.02	1.C.3.b	Concern for Others	IM	3.20	23	0.33	2.51	3.89	N	06/2006	Incumbent
17-2121.02	1.C.3.c	Social Orientation	IM	2.66	23	0.48	1.65	3.67	N	06/2006	Incumbent
17-2121.02	1.C.4.a	Self Control	IM	3.54	23	0.23	3.06	4.03	N	06/2006	Incumbent
17-2121.02	1.C.4.b	Stress Tolerance	IM	3.49	23	0.21	3.06	3.91	N	06/2006	Incumbent
