series_id                     	seasonal	sector_code	industry_code	measure_code	duration_code	base_year	type_code	area_code	series_title	footnote_codes	begin_year	begin_period	end_year	end_period
IPUEN3255__P001000000         	U	E	N3255__	P00	1	-	R	000000	Annual percent change of intermediate purchases productivity for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3255__P010000000         	U	E	N3255__	P01	0	2007	I	000000	Annual index of intermediate purchases (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3255__P011000000         	U	E	N3255__	P01	1	-	R	000000	Annual percent change of intermediate purchases for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3255__P020000000         	U	E	N3255__	P02	0	-	Y	000000	Annual intermediate purchases costs (million $) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3255__P021000000         	U	E	N3255__	P02	1	-	R	000000	Annual percent change of intermediate purchases costs for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3255__P030000000         	U	E	N3255__	P03	0	-	P	000000	Annual intermediate purchases cost share (percent) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3255__P031000000         	U	E	N3255__	P03	1	-	R	000000	Annual percent change of intermediate purchases cost share for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3255__P060000000         	U	E	N3255__	P06	0	2007	I	000000	Annual index of intermediate purchases to hours ratio (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3255__P061000000         	U	E	N3255__	P06	1	-	R	000000	Annual percent change of intermediate purchases to hours ratio for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3255__P070000000         	U	E	N3255__	P07	0	2007	I	000000	Annual index of contribution of intermediate purchases intensity (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3255__P071000000         	U	E	N3255__	P07	1	-	R	000000	Annual percent change of contribution of intermediate purchases intensity for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3255__T010000000         	U	E	N3255__	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__T011000000         	U	E	N3255__	T01	1	-	R	000000	Annual percent change of output for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__T050000000         	U	E	N3255__	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__T051000000         	U	E	N3255__	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__T300000000         	U	E	N3255__	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__T301000000         	U	E	N3255__	T30	1	-	R	000000	Annual percent change of value of production for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__U100000000         	U	E	N3255__	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__U101000000         	U	E	N3255__	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__U110000000         	U	E	N3255__	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__U111000000         	U	E	N3255__	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__U120000000         	U	E	N3255__	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__U121000000         	U	E	N3255__	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__W000000000         	U	E	N3255__	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__W001000000         	U	E	N3255__	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__W010000000         	U	E	N3255__	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__W011000000         	U	E	N3255__	W01	1	-	R	000000	Annual percent change of employment for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3255__W200000000         	U	E	N3255__	W20	0	-	E	000000	Annual employment (thousands) for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3255__W201000000         	U	E	N3255__	W20	1	-	R	000000	Annual percent change of employment for NAICS 3255, paint, coating, and adhesive manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__C000000000         	U	E	N3256__	C00	0	2007	I	000000	Annual index of capital productivity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__C001000000         	U	E	N3256__	C00	1	-	R	000000	Annual percent change of capital productivity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__C010000000         	U	E	N3256__	C01	0	2007	I	000000	Annual index of capital (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__C011000000         	U	E	N3256__	C01	1	-	R	000000	Annual percent change of capital for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__C020000000         	U	E	N3256__	C02	0	-	Y	000000	Annual capital costs (million $) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__C021000000         	U	E	N3256__	C02	1	-	R	000000	Annual percent change of capital costs for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__C030000000         	U	E	N3256__	C03	0	-	P	000000	Annual capital cost share (percent) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__C031000000         	U	E	N3256__	C03	1	-	R	000000	Annual percent change of capital cost share for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__C060000000         	U	E	N3256__	C06	0	2007	I	000000	Annual index of capital intensity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__C061000000         	U	E	N3256__	C06	1	-	R	000000	Annual percent change of capital intensity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__C070000000         	U	E	N3256__	C07	0	2007	I	000000	Annual index of contribution of capital intensity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__C071000000         	U	E	N3256__	C07	1	-	R	000000	Annual percent change of contribution of capital intensity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__L000000000         	U	E	N3256__	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__L001000000         	U	E	N3256__	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__L010000000         	U	E	N3256__	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__L011000000         	U	E	N3256__	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__L020000000         	U	E	N3256__	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__L021000000         	U	E	N3256__	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__L030000000         	U	E	N3256__	L03	0	-	P	000000	Annual labor cost share (percent) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__L031000000         	U	E	N3256__	L03	1	-	R	000000	Annual percent change of labor cost share for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__L200000000         	U	E	N3256__	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__L201000000         	U	E	N3256__	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__M000000000         	U	E	N3256__	M00	0	2007	I	000000	Annual index of multifactor productivity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__M001000000         	U	E	N3256__	M00	1	-	R	000000	Annual percent change of multifactor productivity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__M010000000         	U	E	N3256__	M01	0	2007	I	000000	Annual index of combined inputs (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__M011000000         	U	E	N3256__	M01	1	-	R	000000	Annual percent change of combined inputs for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__M020000000         	U	E	N3256__	M02	0	-	Y	000000	Annual combined inputs costs (million $) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__M021000000         	U	E	N3256__	M02	1	-	R	000000	Annual percent change of combined inputs costs for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__M050000000         	U	E	N3256__	M05	0	2007	I	000000	Annual index of implicit combined inputs deflator (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__M051000000         	U	E	N3256__	M05	1	-	R	000000	Annual percent change of implicit combined inputs deflator for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__P000000000         	U	E	N3256__	P00	0	2007	I	000000	Annual index of intermediate purchases productivity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__P001000000         	U	E	N3256__	P00	1	-	R	000000	Annual percent change of intermediate purchases productivity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__P010000000         	U	E	N3256__	P01	0	2007	I	000000	Annual index of intermediate purchases (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__P011000000         	U	E	N3256__	P01	1	-	R	000000	Annual percent change of intermediate purchases for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__P020000000         	U	E	N3256__	P02	0	-	Y	000000	Annual intermediate purchases costs (million $) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__P021000000         	U	E	N3256__	P02	1	-	R	000000	Annual percent change of intermediate purchases costs for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__P030000000         	U	E	N3256__	P03	0	-	P	000000	Annual intermediate purchases cost share (percent) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__P031000000         	U	E	N3256__	P03	1	-	R	000000	Annual percent change of intermediate purchases cost share for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__P060000000         	U	E	N3256__	P06	0	2007	I	000000	Annual index of intermediate purchases to hours ratio (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__P061000000         	U	E	N3256__	P06	1	-	R	000000	Annual percent change of intermediate purchases to hours ratio for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__P070000000         	U	E	N3256__	P07	0	2007	I	000000	Annual index of contribution of intermediate purchases intensity (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3256__P071000000         	U	E	N3256__	P07	1	-	R	000000	Annual percent change of contribution of intermediate purchases intensity for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3256__T010000000         	U	E	N3256__	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__T011000000         	U	E	N3256__	T01	1	-	R	000000	Annual percent change of output for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__T050000000         	U	E	N3256__	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__T051000000         	U	E	N3256__	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__T300000000         	U	E	N3256__	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__T301000000         	U	E	N3256__	T30	1	-	R	000000	Annual percent change of value of production for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__U100000000         	U	E	N3256__	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__U101000000         	U	E	N3256__	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__U110000000         	U	E	N3256__	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__U111000000         	U	E	N3256__	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__U120000000         	U	E	N3256__	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__U121000000         	U	E	N3256__	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__W000000000         	U	E	N3256__	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__W001000000         	U	E	N3256__	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__W010000000         	U	E	N3256__	W01	0	2007	I	000000	Annual index of employment (2007=100) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__W011000000         	U	E	N3256__	W01	1	-	R	000000	Annual percent change of employment for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3256__W200000000         	U	E	N3256__	W20	0	-	E	000000	Annual employment (thousands) for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3256__W201000000         	U	E	N3256__	W20	1	-	R	000000	Annual percent change of employment for NAICS 3256, soap, cleaning compound, and toilet preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__C000000000         	U	E	N3259__	C00	0	2007	I	000000	Annual index of capital productivity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__C001000000         	U	E	N3259__	C00	1	-	R	000000	Annual percent change of capital productivity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__C010000000         	U	E	N3259__	C01	0	2007	I	000000	Annual index of capital (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__C011000000         	U	E	N3259__	C01	1	-	R	000000	Annual percent change of capital for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__C020000000         	U	E	N3259__	C02	0	-	Y	000000	Annual capital costs (million $) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__C021000000         	U	E	N3259__	C02	1	-	R	000000	Annual percent change of capital costs for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__C030000000         	U	E	N3259__	C03	0	-	P	000000	Annual capital cost share (percent) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__C031000000         	U	E	N3259__	C03	1	-	R	000000	Annual percent change of capital cost share for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__C060000000         	U	E	N3259__	C06	0	2007	I	000000	Annual index of capital intensity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__C061000000         	U	E	N3259__	C06	1	-	R	000000	Annual percent change of capital intensity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__C070000000         	U	E	N3259__	C07	0	2007	I	000000	Annual index of contribution of capital intensity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__C071000000         	U	E	N3259__	C07	1	-	R	000000	Annual percent change of contribution of capital intensity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__L000000000         	U	E	N3259__	L00	0	2007	I	000000	Annual index of labor productivity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__L001000000         	U	E	N3259__	L00	1	-	R	000000	Annual percent change of labor productivity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__L010000000         	U	E	N3259__	L01	0	2007	I	000000	Annual index of hours worked (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__L011000000         	U	E	N3259__	L01	1	-	R	000000	Annual percent change of hours worked for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__L020000000         	U	E	N3259__	L02	0	-	Y	000000	Annual labor compensation (million $) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__L021000000         	U	E	N3259__	L02	1	-	R	000000	Annual percent change of labor compensation for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__L030000000         	U	E	N3259__	L03	0	-	P	000000	Annual labor cost share (percent) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__L031000000         	U	E	N3259__	L03	1	-	R	000000	Annual percent change of labor cost share for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__L200000000         	U	E	N3259__	L20	0	-	H	000000	Annual hours worked (millions) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__L201000000         	U	E	N3259__	L20	1	-	R	000000	Annual percent change of hours worked for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__M000000000         	U	E	N3259__	M00	0	2007	I	000000	Annual index of multifactor productivity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__M001000000         	U	E	N3259__	M00	1	-	R	000000	Annual percent change of multifactor productivity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__M010000000         	U	E	N3259__	M01	0	2007	I	000000	Annual index of combined inputs (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__M011000000         	U	E	N3259__	M01	1	-	R	000000	Annual percent change of combined inputs for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__M020000000         	U	E	N3259__	M02	0	-	Y	000000	Annual combined inputs costs (million $) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__M021000000         	U	E	N3259__	M02	1	-	R	000000	Annual percent change of combined inputs costs for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__M050000000         	U	E	N3259__	M05	0	2007	I	000000	Annual index of implicit combined inputs deflator (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__M051000000         	U	E	N3259__	M05	1	-	R	000000	Annual percent change of implicit combined inputs deflator for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__P000000000         	U	E	N3259__	P00	0	2007	I	000000	Annual index of intermediate purchases productivity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__P001000000         	U	E	N3259__	P00	1	-	R	000000	Annual percent change of intermediate purchases productivity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__P010000000         	U	E	N3259__	P01	0	2007	I	000000	Annual index of intermediate purchases (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__P011000000         	U	E	N3259__	P01	1	-	R	000000	Annual percent change of intermediate purchases for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__P020000000         	U	E	N3259__	P02	0	-	Y	000000	Annual intermediate purchases costs (million $) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__P021000000         	U	E	N3259__	P02	1	-	R	000000	Annual percent change of intermediate purchases costs for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__P030000000         	U	E	N3259__	P03	0	-	P	000000	Annual intermediate purchases cost share (percent) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__P031000000         	U	E	N3259__	P03	1	-	R	000000	Annual percent change of intermediate purchases cost share for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__P060000000         	U	E	N3259__	P06	0	2007	I	000000	Annual index of intermediate purchases to hours ratio (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__P061000000         	U	E	N3259__	P06	1	-	R	000000	Annual percent change of intermediate purchases to hours ratio for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__P070000000         	U	E	N3259__	P07	0	2007	I	000000	Annual index of contribution of intermediate purchases intensity (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2018	A01
IPUEN3259__P071000000         	U	E	N3259__	P07	1	-	R	000000	Annual percent change of contribution of intermediate purchases intensity for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2018	A01
IPUEN3259__T010000000         	U	E	N3259__	T01	0	2007	I	000000	Annual index of output (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__T011000000         	U	E	N3259__	T01	1	-	R	000000	Annual percent change of output for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__T050000000         	U	E	N3259__	T05	0	2007	I	000000	Annual index of implicit output deflator (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__T051000000         	U	E	N3259__	T05	1	-	R	000000	Annual percent change of implicit output deflator for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__T300000000         	U	E	N3259__	T30	0	-	Y	000000	Annual value of production (million $) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__T301000000         	U	E	N3259__	T30	1	-	R	000000	Annual percent change of value of production for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__U100000000         	U	E	N3259__	U10	0	2007	I	000000	Annual index of unit labor costs (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__U101000000         	U	E	N3259__	U10	1	-	R	000000	Annual percent change of unit labor costs for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__U110000000         	U	E	N3259__	U11	0	2007	I	000000	Annual index of labor compensation (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__U111000000         	U	E	N3259__	U11	1	-	R	000000	Annual percent change of labor compensation for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__U120000000         	U	E	N3259__	U12	0	2007	I	000000	Annual index of hourly compensation (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__U121000000         	U	E	N3259__	U12	1	-	R	000000	Annual percent change of hourly compensation for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
IPUEN3259__W000000000         	U	E	N3259__	W00	0	2007	I	000000	Annual index of output per employee (2007=100) for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1987	A01	2019	A01
IPUEN3259__W001000000         	U	E	N3259__	W00	1	-	R	000000	Annual percent change of output per employee for NAICS 3259, other chemical product and preparation manufacturing, U.S. total		1988	A01	2019	A01
