O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
13-2082.00	2.D.1	Required Level of Education	RL	2	39.03	33	13.19	17.15	66.44	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	3	19.24	33	11.16	5.23	50.70	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	4	0.24	33	0.21	0.04	1.47	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	5	0.39	33	0.41	0.04	3.36	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	6	32.75	33	22.45	5.76	79.53	Y	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	7	8.36	33	8.78	0.88	48.49	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	8	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	9	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	10	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	11	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	2.D.1	Required Level of Education	RL	12	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	1	46.55	33	16.58	18.31	77.19	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	2	0.63	33	0.68	0.07	5.45	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	3	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	4	9.30	33	5.27	2.79	26.79	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	5	15.38	33	11.34	2.99	51.76	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	6	11.37	33	8.69	2.17	42.65	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	7	5.15	33	3.23	1.39	17.30	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	8	11.62	33	9.37	2.01	45.76	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	9	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	10	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.1	Related Work Experience	RW	11	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	1	35.03	33	6.76	22.75	49.67	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	2	23.44	33	12.49	6.91	55.82	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	3	12.39	33	7.17	3.55	35.18	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	4	7.83	33	4.71	2.20	24.27	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	5	18.29	33	11.27	4.60	50.98	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	6	0.66	33	0.71	0.07	5.65	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	7	2.36	33	2.44	0.28	17.29	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	1	17.57	32	11.71	3.94	52.57	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	2	44.42	32	20.07	13.21	80.74	Y	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	3	6.69	32	3.85	2.00	20.15	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	4	5.41	32	4.15	1.08	22.99	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	5	21.11	32	11.25	6.32	51.49	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	6	0.00	32	0.00	n/a	n/a	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	7	4.05	32	3.19	0.78	18.39	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	8	0.77	32	0.82	0.09	6.48	N	12/2005	Incumbent
13-2082.00	3.A.3	On-the-Job Training	OJ	9	0.00	32	0.00	n/a	n/a	N	12/2005	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	1	3.40	24	3.59	0.37	25.26	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	2	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	3	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	4	10.34	24	7.26	2.23	36.81	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	5	4.80	24	3.73	0.92	21.44	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	6	63.52	24	18.08	25.74	89.74	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	8	0.69	24	0.74	0.08	6.05	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	11	17.24	24	15.79	2.07	67.26	Y	07/2004	Incumbent
15-1021.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	1	3.40	24	3.59	0.37	25.26	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	2	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	3	5.78	24	5.97	0.63	37.22	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	4	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	5	3.42	24	3.34	0.44	22.24	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	6	29.29	24	11.23	11.88	55.99	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	7	34.91	24	10.24	17.43	57.68	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	8	0.00	24	0.00	0.00	0.01	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	9	2.01	24	1.94	0.27	13.56	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	10	0.69	24	0.74	0.08	6.06	N	07/2004	Incumbent
15-1021.00	3.A.1	Related Work Experience	RW	11	20.49	24	16.08	3.24	66.52	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	1	27.72	24	17.02	6.21	68.97	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	2	0.93	24	1.01	0.10	8.27	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	3	29.47	24	11.40	11.85	56.51	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	4	22.24	24	11.09	7.05	51.87	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	5	13.45	24	8.47	3.34	41.18	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	6	6.18	24	5.81	0.82	34.36	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	1	1.75	24	1.88	0.19	14.56	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	2	17.24	24	15.79	2.07	67.26	Y	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	3	9.18	24	7.22	1.66	37.75	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	4	25.55	24	11.13	9.28	53.51	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	5	34.28	24	10.01	17.22	56.67	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	6	12.00	24	8.26	2.63	40.75	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	7	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	8	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1021.00	3.A.3	On-the-Job Training	OJ	9	0.00	24	0.00	n/a	n/a	N	07/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	1	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	2	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	3	16.50	26	9.15	4.79	43.68	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	4	7.77	26	6.49	1.29	35.25	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	5	8.05	26	6.49	1.42	34.75	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	6	49.84	26	10.47	29.55	70.19	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	7	16.44	26	9.16	4.74	43.74	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	8	1.40	26	1.27	0.21	8.64	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	9	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	10	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	11	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	2.D.1	Required Level of Education	RL	12	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	1	7.64	26	6.57	1.20	36.04	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	2	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	3	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	4	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	5	16.44	26	9.16	4.74	43.74	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	6	6.56	26	6.07	0.90	35.05	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	7	37.32	26	8.62	21.80	55.98	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	8	23.06	26	7.57	11.07	41.93	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	9	5.56	26	5.73	0.62	35.77	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	10	0.51	26	0.58	0.05	5.12	N	12/2004	Incumbent
15-1031.00	3.A.1	Related Work Experience	RW	11	2.91	26	2.33	0.54	14.11	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	1	23.52	26	6.69	12.50	39.83	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	2	26.58	26	5.40	16.99	39.04	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	3	2.02	26	1.99	0.26	14.09	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	4	16.51	26	10.36	4.04	48.17	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	5	12.91	26	11.54	1.76	55.10	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	6	18.46	26	8.02	7.02	40.41	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	1	3.03	26	2.26	0.64	13.18	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	2	1.76	26	1.99	0.17	16.17	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	3	5.94	26	4.58	1.15	25.49	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	4	20.10	26	14.23	3.90	60.93	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	5	22.49	26	6.98	11.28	39.83	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	6	19.35	26	7.73	7.96	39.96	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	7	27.33	26	10.13	11.63	51.81	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	8	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1031.00	3.A.3	On-the-Job Training	OJ	9	0.00	26	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	1	0.00	33	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	2	11.66	33	11.51	1.34	56.24	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	3	0.94	33	1.00	0.11	7.78	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	4	2.57	33	2.05	0.49	12.25	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	5	27.40	33	12.63	9.39	57.89	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	6	19.99	33	9.75	6.73	46.38	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	7	6.22	33	5.36	1.01	30.14	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	8	19.55	33	11.30	5.33	51.22	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	9	0.00	33	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	10	0.00	33	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	11	11.66	33	9.81	1.86	47.87	N	12/2004	Incumbent
15-1032.00	2.D.1	Required Level of Education	RL	12	0.00	33	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	1	0.00	35	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	2	0.00	35	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	3	0.00	35	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	4	0.46	35	0.29	0.12	1.68	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	5	8.07	35	6.02	1.66	31.34	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	6	14.16	35	11.67	2.29	53.71	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	7	30.28	35	12.56	11.47	59.27	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	8	5.30	35	4.88	0.77	28.77	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	9	11.62	35	9.72	1.88	47.37	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	10	7.67	35	7.61	0.92	42.49	N	12/2004	Incumbent
15-1032.00	3.A.1	Related Work Experience	RW	11	22.45	35	10.08	8.20	48.41	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	1	24.81	36	13.06	7.38	57.76	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	2	2.24	36	1.81	0.43	10.92	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	3	0.54	36	0.43	0.11	2.67	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	4	36.35	36	10.66	18.31	59.27	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	5	10.70	36	7.57	2.34	37.46	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	6	11.85	36	9.69	2.00	46.90	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	7	8.79	36	7.72	1.34	40.52	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	8	4.72	36	4.81	0.56	30.31	N	12/2004	Incumbent
15-1032.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	36	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	1	24.00	36	11.97	7.69	54.48	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	2	2.64	36	1.90	0.60	10.88	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	3	19.45	36	12.23	4.71	54.10	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	4	0.27	36	0.16	0.08	0.92	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	5	17.95	36	9.83	5.34	45.89	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	6	22.19	36	10.11	7.99	48.35	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	7	13.45	36	9.14	3.06	43.34	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	8	0.00	36	0.00	n/a	n/a	N	12/2004	Incumbent
15-1032.00	3.A.3	On-the-Job Training	OJ	9	0.05	36	0.05	0.01	0.43	N	12/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	1	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	2	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	3	69.04	13	20.57	21.50	94.78	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	4	1.17	13	1.14	0.14	9.21	N	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	5	5.80	13	5.25	0.75	33.35	N	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	6	24.00	13	17.61	3.71	72.14	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	7	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	8	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	9	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	10	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	11	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	2.D.1	Required Level of Education	RL	12	0.00	13	0.00	n/a	n/a	Y	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	1	1.99	15	1.96	0.23	14.92	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	2	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	3	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	4	0.21	15	0.23	0.02	2.28	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	5	1.97	15	1.95	0.23	14.97	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	6	9.94	15	7.78	1.69	41.55	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	7	85.89	15	9.65	52.46	97.11	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	8	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	9	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	10	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.1	Related Work Experience	RW	11	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	1	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	2	9.07	15	8.10	1.20	45.02	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	3	47.73	15	26.97	8.24	90.27	Y	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	4	15.87	15	12.04	2.65	56.62	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	5	27.06	15	18.56	4.70	73.59	Y	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.2	On-Site or In-Plant Training	PT	9	0.28	15	0.32	0.03	3.07	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	1	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	2	13.99	15	10.42	2.48	51.02	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	3	56.76	15	23.82	14.07	91.32	Y	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	4	3.38	15	3.50	0.35	25.86	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	5	25.38	15	18.05	4.22	72.43	Y	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	6	0.21	15	0.23	0.02	2.28	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	7	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	8	0.00	15	0.00	n/a	n/a	N	07/2004	Incumbent
15-1041.00	3.A.3	On-the-Job Training	OJ	9	0.28	15	0.32	0.03	3.07	N	07/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	1	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	2	1.15	17	0.90	0.22	5.89	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	3	31.87	17	14.74	9.98	66.37	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	4	0.03	17	0.03	0.00	0.30	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	5	2.85	17	3.00	0.30	22.53	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	6	62.04	17	14.62	30.47	85.90	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	7	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	8	2.06	17	2.26	0.20	18.38	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	9	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	10	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	11	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	2.D.1	Required Level of Education	RL	12	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	1	0.00	16	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	2	0.00	16	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	3	0.00	16	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	4	0.00	16	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	5	0.57	16	0.62	0.06	5.62	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	6	0.00	16	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	7	37.19	16	23.52	6.48	83.51	Y	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	8	54.49	16	22.12	15.17	88.91	Y	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	9	5.68	16	5.61	0.64	35.96	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	10	0.00	16	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.1	Related Work Experience	RW	11	2.06	16	2.26	0.19	18.59	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	1	55.43	17	20.56	17.56	87.89	Y	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	2	2.82	17	2.99	0.29	22.67	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	3	16.10	17	14.70	1.87	65.84	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	5	16.42	17	15.36	1.80	67.80	Y	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	7	3.58	17	2.90	0.62	18.03	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	8	5.65	17	5.60	0.64	35.74	N	12/2004	Incumbent
15-1051.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	17	0.00	n/a	n/a	N	12/2004	Incumbent
15-1051.00	3.A.3	On-the-Job Training	OJ	1	16.90	17	15.30	1.98	67.19	Y	12/2004	Incumbent
