O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
19-2043.00	3.A.3	On-the-Job Training	OJ	6	15.38	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-2043.00	3.A.3	On-the-Job Training	OJ	7	19.23	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-2043.00	3.A.3	On-the-Job Training	OJ	8	3.85	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-2043.00	3.A.3	On-the-Job Training	OJ	9	3.85	26	n/a	n/a	n/a	n/a	06/2010	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	1	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	2	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	3	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	4	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	5	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	6	38.46	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	7	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	8	50.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	9	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	10	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	11	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	2.D.1	Required Level of Education	RL	12	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	1	11.54	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	2	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	3	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	4	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	5	11.54	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	6	19.23	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	7	30.77	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	8	11.54	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	9	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	10	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.1	Related Work Experience	RW	11	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	1	19.23	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	2	42.31	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	3	15.38	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	4	7.69	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	5	7.69	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	6	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	7	3.85	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	8	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	1	11.54	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	2	11.54	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	3	23.08	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	4	7.69	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	5	19.23	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	6	15.38	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	7	11.54	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	8	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-2099.01	3.A.3	On-the-Job Training	OJ	9	0.00	26	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3011.00	2.D.1	Required Level of Education	RL	1	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	2	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	3	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	4	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	5	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	6	24.40	30	10.27	9.37	50.19	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	7	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	8	38.72	30	10.37	20.54	60.71	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	9	3.25	30	3.26	0.40	21.83	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	10	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	11	29.23	30	9.58	13.81	51.57	N	12/2005	Incumbent
19-3011.00	2.D.1	Required Level of Education	RL	12	4.39	30	3.22	0.94	18.07	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	1	9.78	30	6.54	2.32	33.04	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	2	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	3	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	4	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	5	2.35	30	2.39	0.28	16.88	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	6	14.14	30	7.75	4.27	37.81	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	7	24.84	30	9.64	10.31	48.72	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	8	9.23	30	4.97	2.93	25.51	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	9	10.64	30	7.44	2.35	37.08	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	10	5.72	30	4.17	1.23	22.79	N	12/2005	Incumbent
19-3011.00	3.A.1	Related Work Experience	RW	11	23.30	30	10.55	8.32	50.41	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	1	43.57	30	9.85	25.38	63.67	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	2	35.99	30	10.17	18.56	58.12	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	3	13.23	30	9.01	2.98	43.14	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	4	2.62	30	2.13	0.49	12.94	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	5	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	6	2.47	30	2.53	0.29	17.81	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	7	2.11	30	2.20	0.24	15.94	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	1	15.92	30	8.10	5.21	39.50	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	2	21.87	30	11.03	6.96	51.17	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	3	17.44	30	7.77	6.55	38.90	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	4	11.35	30	7.39	2.77	36.51	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	5	26.24	30	9.61	11.41	49.56	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	6	5.00	30	3.76	1.04	20.95	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	7	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	8	2.17	30	2.21	0.26	15.78	N	12/2005	Incumbent
19-3011.00	3.A.3	On-the-Job Training	OJ	9	0.00	30	0.00	n/a	n/a	N	12/2005	Incumbent
19-3021.00	2.D.1	Required Level of Education	RL	1	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	2	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	3	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	4	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	5	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	6	70.83	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	7	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	8	20.83	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	9	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	10	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	11	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	2.D.1	Required Level of Education	RL	12	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	1	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	2	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	3	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	4	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	5	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	6	20.83	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	7	33.33	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	8	20.83	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	9	8.33	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	10	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.1	Related Work Experience	RW	11	8.33	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	1	54.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	2	12.50	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	3	16.67	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	4	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	5	8.33	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	6	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	8	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	1	16.67	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	2	8.33	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	3	16.67	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	4	33.33	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	5	12.50	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	6	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	7	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	8	4.17	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3021.00	3.A.3	On-the-Job Training	OJ	9	0.00	24	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
19-3022.00	2.D.1	Required Level of Education	RL	1	0.98	16	1.03	0.10	8.64	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	2	0.06	16	0.07	0.01	0.60	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	3	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	4	15.60	16	13.84	1.93	63.46	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	5	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	6	76.62	16	14.14	37.87	94.63	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	7	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	8	6.73	16	7.54	0.56	48.25	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	9	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	10	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	11	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	2.D.1	Required Level of Education	RL	12	0.00	16	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	1	0.98	15	1.03	0.10	8.76	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	2	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	3	4.21	15	4.28	0.45	30.02	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	4	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	5	40.39	15	18.33	11.69	77.62	Y	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	6	6.74	15	7.54	0.55	48.67	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	7	13.82	15	14.02	1.27	66.67	Y	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	8	33.72	15	20.33	6.75	78.16	Y	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	9	0.14	15	0.15	0.01	1.33	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	10	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.1	Related Work Experience	RW	11	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	1	18.48	15	15.74	2.35	68.08	Y	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	2	5.88	15	4.57	1.05	26.89	N	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	3	13.71	15	14.01	1.24	66.81	Y	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	4	39.88	15	20.15	9.86	80.09	Y	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	5	2.05	15	1.73	0.33	11.74	N	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	6	20.01	15	16.97	2.51	70.86	Y	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	7	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	1	18.12	15	15.77	2.22	68.37	Y	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	2	21.68	15	16.84	3.19	69.91	Y	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	3	13.71	15	14.01	1.24	66.81	Y	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	4	19.87	15	13.39	3.92	60.09	N	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	5	6.39	15	4.75	1.23	27.25	N	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	6	20.23	15	16.95	2.60	70.70	Y	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	7	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	8	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3022.00	3.A.3	On-the-Job Training	OJ	9	0.00	15	0.00	n/a	n/a	N	12/2005	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	1	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	2	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	3	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	4	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	5	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	6	2.22	18	2.31	0.24	17.66	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	7	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	8	46.55	18	15.18	19.38	75.93	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	9	31.81	18	14.14	10.55	64.85	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	10	19.42	18	13.16	3.92	58.71	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	11	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	2.D.1	Required Level of Education	RL	12	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	1	28.82	18	16.48	6.92	68.81	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	2	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	3	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	4	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	5	7.51	18	4.88	1.81	26.33	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	6	63.02	18	17.00	26.77	88.82	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	7	0.65	18	0.68	0.07	5.79	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	8	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	9	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	10	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.1	Related Work Experience	RW	11	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	1	32.64	18	16.73	8.87	70.69	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	2	12.60	18	8.60	2.70	42.81	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	3	15.73	18	13.81	2.03	62.69	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	4	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	5	17.23	18	13.78	2.64	61.51	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	6	21.80	18	10.76	6.85	51.37	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	7	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	8	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	1	22.94	18	14.39	5.07	62.39	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	2	37.41	18	15.11	13.28	70.00	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	3	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	4	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	5	28.23	18	13.79	8.56	62.31	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	6	11.42	18	8.42	2.18	42.73	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	7	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	8	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.01	3.A.3	On-the-Job Training	OJ	9	0.00	18	0.00	n/a	n/a	N	06/2010	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	1	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	2	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	3	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	4	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	5	12.57	25	11.97	1.49	57.66	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	6	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	7	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	8	0.25	25	0.27	0.03	2.27	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	9	0.31	25	0.33	0.04	2.73	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	10	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	11	24.25	25	14.73	5.76	62.62	N	06/2006	Incumbent
19-3031.02	2.D.1	Required Level of Education	RL	12	62.62	25	16.86	27.47	88.11	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	1	1.06	25	0.90	0.18	5.99	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	2	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	3	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	4	17.07	25	15.03	2.25	64.82	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	5	5.28	25	5.08	0.68	31.19	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	6	27.43	25	15.51	7.03	65.37	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	7	29.36	25	15.02	8.52	64.96	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	8	0.28	25	0.30	0.03	2.53	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	9	1.35	25	1.40	0.15	10.76	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	10	0.00	25	0.00	n/a	n/a	N	06/2006	Incumbent
19-3031.02	3.A.1	Related Work Experience	RW	11	18.18	25	15.32	2.58	65.07	N	06/2006	Incumbent
