O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	Date	Domain Source
15-2021.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
15-2021.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
15-2031.00	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
15-2031.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
15-2031.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
15-2031.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
15-2031.00	1.B.1.e	Enterprising	OI	4.33	3/2002	Legacy Analyst
15-2031.00	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
15-2031.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
15-2031.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
15-2031.00	1.B.1.i	Third Interest High-Point	IH	1	3/2002	Legacy Analyst
15-2041.00	1.B.1.a	Realistic	OI	3.66	3/2002	Legacy Analyst
15-2041.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
15-2041.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
15-2041.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
15-2041.00	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
15-2041.00	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
15-2041.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
15-2041.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
15-2041.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
15-2091.00	1.B.1.a	Realistic	OI	4.33	3/2002	Legacy Analyst
15-2091.00	1.B.1.b	Investigative	OI	6.66	3/2002	Legacy Analyst
15-2091.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
15-2091.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
15-2091.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
15-2091.00	1.B.1.f	Conventional	OI	4.33	3/2002	Legacy Analyst
15-2091.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
15-2091.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
15-2091.00	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-1011.00	1.B.1.a	Realistic	OI	5.33	3/2002	Legacy Analyst
17-1011.00	1.B.1.b	Investigative	OI	5	3/2002	Legacy Analyst
17-1011.00	1.B.1.c	Artistic	OI	6.33	3/2002	Legacy Analyst
17-1011.00	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
17-1011.00	1.B.1.e	Enterprising	OI	4	3/2002	Legacy Analyst
17-1011.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
17-1011.00	1.B.1.g	First Interest High-Point	IH	3	3/2002	Legacy Analyst
17-1011.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-1011.00	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-1012.00	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
17-1012.00	1.B.1.b	Investigative	OI	5	3/2002	Legacy Analyst
17-1012.00	1.B.1.c	Artistic	OI	6	3/2002	Legacy Analyst
17-1012.00	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
17-1012.00	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
17-1012.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
17-1012.00	1.B.1.g	First Interest High-Point	IH	3	3/2002	Legacy Analyst
17-1012.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-1012.00	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-1021.00	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
17-1021.00	1.B.1.b	Investigative	OI	4.66	3/2002	Legacy Analyst
17-1021.00	1.B.1.c	Artistic	OI	4.33	3/2002	Legacy Analyst
17-1021.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-1021.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
17-1021.00	1.B.1.f	Conventional	OI	5.66	3/2002	Legacy Analyst
17-1021.00	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
17-1021.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-1021.00	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-1022.00	1.B.1.a	Realistic	OI	4.33	3/2002	Legacy Analyst
17-1022.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
17-1022.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-1022.00	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
17-1022.00	1.B.1.e	Enterprising	OI	5.33	3/2002	Legacy Analyst
17-1022.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-1022.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-1022.00	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
17-1022.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2011.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-2011.00	1.B.1.b	Investigative	OI	6.66	3/2002	Legacy Analyst
17-2011.00	1.B.1.c	Artistic	OI	3.33	3/2002	Legacy Analyst
17-2011.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-2011.00	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
17-2011.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2011.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2011.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2011.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2021.00	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
17-2021.00	1.B.1.b	Investigative	OI	6	3/2002	Legacy Analyst
17-2021.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2021.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
17-2021.00	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
17-2021.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2021.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2021.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2021.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2041.00	1.B.1.a	Realistic	OI	5.66	3/2002	Legacy Analyst
17-2041.00	1.B.1.b	Investigative	OI	6.66	3/2002	Legacy Analyst
17-2041.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-2041.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
17-2041.00	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
17-2041.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
17-2041.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2041.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2041.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2051.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-2051.00	1.B.1.b	Investigative	OI	5.66	3/2002	Legacy Analyst
17-2051.00	1.B.1.c	Artistic	OI	3	3/2002	Legacy Analyst
17-2051.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
17-2051.00	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
17-2051.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2051.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2051.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2051.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2061.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-2061.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
17-2061.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2061.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-2061.00	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2061.00	1.B.1.f	Conventional	OI	5	3/2002	Legacy Analyst
17-2061.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2061.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2061.00	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-2071.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-2071.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
17-2071.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2071.00	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-2071.00	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2071.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
17-2071.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2071.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2071.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2072.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-2072.00	1.B.1.b	Investigative	OI	6.66	3/2002	Legacy Analyst
17-2072.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-2072.00	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-2072.00	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2072.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
17-2072.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2072.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2072.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2111.01	1.B.1.a	Realistic	OI	4	3/2002	Legacy Analyst
17-2111.01	1.B.1.b	Investigative	OI	5.66	3/2002	Legacy Analyst
17-2111.01	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
17-2111.01	1.B.1.d	Social	OI	4	3/2002	Legacy Analyst
17-2111.01	1.B.1.e	Enterprising	OI	5.33	3/2002	Legacy Analyst
17-2111.01	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2111.01	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2111.01	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
17-2111.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2111.02	1.B.1.a	Realistic	OI	4	3/2002	Legacy Analyst
17-2111.02	1.B.1.b	Investigative	OI	6	3/2002	Legacy Analyst
17-2111.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
17-2111.02	1.B.1.d	Social	OI	3.66	3/2002	Legacy Analyst
17-2111.02	1.B.1.e	Enterprising	OI	5	3/2002	Legacy Analyst
17-2111.02	1.B.1.f	Conventional	OI	4.33	3/2002	Legacy Analyst
17-2111.02	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2111.02	1.B.1.h	Second Interest High-Point	IH	5	3/2002	Legacy Analyst
17-2111.02	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-2111.03	1.B.1.a	Realistic	OI	5	3/2002	Legacy Analyst
17-2111.03	1.B.1.b	Investigative	OI	6	3/2002	Legacy Analyst
17-2111.03	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
17-2111.03	1.B.1.d	Social	OI	3	3/2002	Legacy Analyst
17-2111.03	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2111.03	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2111.03	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2111.03	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2111.03	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-2112.00	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
17-2112.00	1.B.1.b	Investigative	OI	5.33	3/2002	Legacy Analyst
17-2112.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2112.00	1.B.1.d	Social	OI	3.33	3/2002	Legacy Analyst
17-2112.00	1.B.1.e	Enterprising	OI	6	3/2002	Legacy Analyst
17-2112.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2112.00	1.B.1.g	First Interest High-Point	IH	5	3/2002	Legacy Analyst
17-2112.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2112.00	1.B.1.i	Third Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2121.01	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
17-2121.01	1.B.1.b	Investigative	OI	5.66	3/2002	Legacy Analyst
17-2121.01	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2121.01	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-2121.01	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
17-2121.01	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2121.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2121.01	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2121.01	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-2121.02	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
17-2121.02	1.B.1.b	Investigative	OI	5.33	3/2002	Legacy Analyst
17-2121.02	1.B.1.c	Artistic	OI	4	3/2002	Legacy Analyst
17-2121.02	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-2121.02	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2121.02	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
17-2121.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2121.02	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2121.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2131.00	1.B.1.a	Realistic	OI	5.66	3/2002	Legacy Analyst
17-2131.00	1.B.1.b	Investigative	OI	6	3/2002	Legacy Analyst
17-2131.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-2131.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-2131.00	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
17-2131.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
17-2131.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2131.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2131.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2141.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-2141.00	1.B.1.b	Investigative	OI	5.33	3/2002	Legacy Analyst
17-2141.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-2141.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
17-2141.00	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2141.00	1.B.1.f	Conventional	OI	3.66	3/2002	Legacy Analyst
17-2141.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2141.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2141.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2151.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-2151.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
17-2151.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2151.00	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-2151.00	1.B.1.e	Enterprising	OI	3.66	3/2002	Legacy Analyst
17-2151.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2151.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2151.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2151.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2161.00	1.B.1.a	Realistic	OI	5.66	3/2002	Legacy Analyst
17-2161.00	1.B.1.b	Investigative	OI	6.66	3/2002	Legacy Analyst
17-2161.00	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-2161.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-2161.00	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
17-2161.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-2161.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2161.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2161.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-2171.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-2171.00	1.B.1.b	Investigative	OI	5.66	3/2002	Legacy Analyst
17-2171.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-2171.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
17-2171.00	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-2171.00	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
17-2171.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-2171.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-2171.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-3011.01	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
17-3011.01	1.B.1.b	Investigative	OI	3.66	3/2002	Legacy Analyst
17-3011.01	1.B.1.c	Artistic	OI	4.33	3/2002	Legacy Analyst
17-3011.01	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-3011.01	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
17-3011.01	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-3011.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3011.01	1.B.1.h	Second Interest High-Point	IH	3	3/2002	Legacy Analyst
17-3011.01	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3011.02	1.B.1.a	Realistic	OI	6	3/2002	Legacy Analyst
17-3011.02	1.B.1.b	Investigative	OI	3.66	3/2002	Legacy Analyst
17-3011.02	1.B.1.c	Artistic	OI	3.66	3/2002	Legacy Analyst
17-3011.02	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-3011.02	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
17-3011.02	1.B.1.f	Conventional	OI	4.66	3/2002	Legacy Analyst
17-3011.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3011.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3011.02	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-3012.01	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-3012.01	1.B.1.b	Investigative	OI	5	3/2002	Legacy Analyst
17-3012.01	1.B.1.c	Artistic	OI	3	3/2002	Legacy Analyst
17-3012.01	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-3012.01	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
17-3012.01	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
17-3012.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3012.01	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3012.01	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3012.02	1.B.1.a	Realistic	OI	4.66	3/2002	Legacy Analyst
17-3012.02	1.B.1.b	Investigative	OI	4.33	3/2002	Legacy Analyst
17-3012.02	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
17-3012.02	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-3012.02	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
17-3012.02	1.B.1.f	Conventional	OI	6	3/2002	Legacy Analyst
17-3012.02	1.B.1.g	First Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3012.02	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3012.02	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3013.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-3013.00	1.B.1.b	Investigative	OI	4.33	3/2002	Legacy Analyst
17-3013.00	1.B.1.c	Artistic	OI	3.33	3/2002	Legacy Analyst
17-3013.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-3013.00	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
17-3013.00	1.B.1.f	Conventional	OI	5.33	3/2002	Legacy Analyst
17-3013.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3013.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3013.00	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3021.00	1.B.1.a	Realistic	OI	5.33	3/2002	Legacy Analyst
17-3021.00	1.B.1.b	Investigative	OI	6.33	3/2002	Legacy Analyst
17-3021.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-3021.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-3021.00	1.B.1.e	Enterprising	OI	2.33	3/2002	Legacy Analyst
17-3021.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-3021.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3021.00	1.B.1.h	Second Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3021.00	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3022.00	1.B.1.a	Realistic	OI	6.33	3/2002	Legacy Analyst
17-3022.00	1.B.1.b	Investigative	OI	5.33	3/2002	Legacy Analyst
17-3022.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-3022.00	1.B.1.d	Social	OI	2	3/2002	Legacy Analyst
17-3022.00	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
17-3022.00	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-3022.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3022.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3022.00	1.B.1.i	Third Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3023.01	1.B.1.a	Realistic	OI	7	3/2002	Legacy Analyst
17-3023.01	1.B.1.b	Investigative	OI	5.33	3/2002	Legacy Analyst
17-3023.01	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-3023.01	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-3023.01	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
17-3023.01	1.B.1.f	Conventional	OI	4	3/2002	Legacy Analyst
17-3023.01	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3023.01	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3023.01	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-3023.02	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-3023.02	1.B.1.b	Investigative	OI	4.66	3/2002	Legacy Analyst
17-3023.02	1.B.1.c	Artistic	OI	3	3/2002	Legacy Analyst
17-3023.02	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-3023.02	1.B.1.e	Enterprising	OI	3	3/2002	Legacy Analyst
17-3023.02	1.B.1.f	Conventional	OI	5	3/2002	Legacy Analyst
17-3023.02	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3023.02	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3023.02	1.B.1.i	Third Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3023.03	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-3023.03	1.B.1.b	Investigative	OI	5	3/2002	Legacy Analyst
17-3023.03	1.B.1.c	Artistic	OI	2.66	3/2002	Legacy Analyst
17-3023.03	1.B.1.d	Social	OI	2.33	3/2002	Legacy Analyst
17-3023.03	1.B.1.e	Enterprising	OI	3.33	3/2002	Legacy Analyst
17-3023.03	1.B.1.f	Conventional	OI	3.33	3/2002	Legacy Analyst
17-3023.03	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3023.03	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3023.03	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-3024.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-3024.00	1.B.1.b	Investigative	OI	3.66	3/2002	Legacy Analyst
17-3024.00	1.B.1.c	Artistic	OI	2	3/2002	Legacy Analyst
17-3024.00	1.B.1.d	Social	OI	1.66	3/2002	Legacy Analyst
17-3024.00	1.B.1.e	Enterprising	OI	2	3/2002	Legacy Analyst
17-3024.00	1.B.1.f	Conventional	OI	3	3/2002	Legacy Analyst
17-3024.00	1.B.1.g	First Interest High-Point	IH	1	3/2002	Legacy Analyst
17-3024.00	1.B.1.h	Second Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3024.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-3026.00	1.B.1.a	Realistic	OI	3.33	3/2002	Legacy Analyst
17-3026.00	1.B.1.b	Investigative	OI	6	3/2002	Legacy Analyst
17-3026.00	1.B.1.c	Artistic	OI	2.33	3/2002	Legacy Analyst
17-3026.00	1.B.1.d	Social	OI	2.66	3/2002	Legacy Analyst
17-3026.00	1.B.1.e	Enterprising	OI	2.66	3/2002	Legacy Analyst
17-3026.00	1.B.1.f	Conventional	OI	5	3/2002	Legacy Analyst
17-3026.00	1.B.1.g	First Interest High-Point	IH	2	3/2002	Legacy Analyst
17-3026.00	1.B.1.h	Second Interest High-Point	IH	6	3/2002	Legacy Analyst
17-3026.00	1.B.1.i	Third Interest High-Point	IH	0	3/2002	Legacy Analyst
17-3027.00	1.B.1.a	Realistic	OI	6.66	3/2002	Legacy Analyst
17-3027.00	1.B.1.b	Investigative	OI	6	3/2002	Legacy Analyst
