O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
21-1021.00	1.C.7.b	Analytical Thinking	IM	3.56	23	.32	2.94	4.26	N	3/2003	Incumbent
21-1022.00	1.C.1.a	Achievement/Effort	IM	4.15	21	.26	3.56	4.64	N	3/2003	Incumbent
21-1022.00	1.C.1.b	Persistence	IM	4.59	21	.18	4.22	4.98	N	3/2003	Incumbent
21-1022.00	1.C.1.c	Initiative	IM	4.5	21	.2	4.08	4.92	N	3/2003	Incumbent
21-1022.00	1.C.2.b	Leadership	IM	3.61	21	.33	2.91	4.29	N	3/2003	Incumbent
21-1022.00	1.C.3.a	Cooperation	IM	4.5	21	.2	4.08	4.92	N	3/2003	Incumbent
21-1022.00	1.C.3.b	Concern for Others	IM	4.66	21	.17	4.35	5	N	3/2003	Incumbent
21-1022.00	1.C.3.c	Social Orientation	IM	4.03	21	.28	3.42	4.58	N	3/2003	Incumbent
21-1022.00	1.C.4.a	Self Control	IM	4.57	21	.19	4.2	5	N	3/2003	Incumbent
21-1022.00	1.C.4.b	Stress Tolerance	IM	4.4	21	.22	3.94	4.86	N	3/2003	Incumbent
21-1022.00	1.C.4.c	Adaptability/Flexibility	IM	4.47	21	.21	4.06	4.94	N	3/2003	Incumbent
21-1022.00	1.C.5.a	Dependability	IM	4.9	21	.09	4.71	5	N	3/2003	Incumbent
21-1022.00	1.C.5.b	Attention to Detail	IM	4.5	21	.2	4.08	4.92	N	3/2003	Incumbent
21-1022.00	1.C.5.c	Integrity	IM	4.84	21	.11	4.57	5	N	3/2003	Incumbent
21-1022.00	1.C.6	Independence	IM	4.28	21	.24	3.8	4.8	N	3/2003	Incumbent
21-1022.00	1.C.7.a	Innovation	IM	4.04	21	.28	3.42	4.58	N	3/2003	Incumbent
21-1022.00	1.C.7.b	Analytical Thinking	IM	3.69	21	.32	3.03	4.37	N	3/2003	Incumbent
21-1023.00	1.C.1.a	Achievement/Effort	IM	3.08	49	.24	2.62	3.58	N	3/2003	Incumbent
21-1023.00	1.C.1.b	Persistence	IM	3.82	49	.2	3.4	4.2	N	3/2003	Incumbent
21-1023.00	1.C.1.c	Initiative	IM	3.97	49	.17	3.66	4.34	N	3/2003	Incumbent
21-1023.00	1.C.2.b	Leadership	IM	3.87	49	.19	3.52	4.28	N	3/2003	Incumbent
21-1023.00	1.C.3.a	Cooperation	IM	4.61	49	.12	4.36	4.84	N	3/2003	Incumbent
21-1023.00	1.C.3.b	Concern for Others	IM	4.88	49	.06	4.78	5	N	3/2003	Incumbent
21-1023.00	1.C.3.c	Social Orientation	IM	4.07	49	.18	3.74	4.46	N	3/2003	Incumbent
21-1023.00	1.C.4.a	Self Control	IM	4.77	49	.09	4.62	4.98	N	3/2003	Incumbent
21-1023.00	1.C.4.b	Stress Tolerance	IM	4.48	49	.14	4.22	4.78	N	3/2003	Incumbent
21-1023.00	1.C.4.c	Adaptability/Flexibility	IM	4.54	49	.12	4.26	4.74	N	3/2003	Incumbent
21-1023.00	1.C.5.a	Dependability	IM	4.75	49	.09	4.52	4.88	N	3/2003	Incumbent
21-1023.00	1.C.5.b	Attention to Detail	IM	4.18	49	.17	3.86	4.54	N	3/2003	Incumbent
21-1023.00	1.C.5.c	Integrity	IM	4.85	49	.07	4.76	5	N	3/2003	Incumbent
21-1023.00	1.C.6	Independence	IM	4.1	49	.17	3.76	4.44	N	3/2003	Incumbent
21-1023.00	1.C.7.a	Innovation	IM	3.43	49	.22	2.96	3.84	N	3/2003	Incumbent
21-1023.00	1.C.7.b	Analytical Thinking	IM	3.87	49	.19	3.52	4.28	N	3/2003	Incumbent
27-1011.00	1.C.1.a	Achievement/Effort	IM	4.21	20	.23	3.72	4.68	N	3/2003	Incumbent
27-1011.00	1.C.1.b	Persistence	IM	3.8	20	.28	3.21	4.39	N	3/2003	Incumbent
27-1011.00	1.C.1.c	Initiative	IM	4.07	20	.25	3.58	4.62	N	3/2003	Incumbent
27-1011.00	1.C.2.b	Leadership	IM	3.99	20	.26	3.46	4.54	N	3/2003	Incumbent
27-1011.00	1.C.3.a	Cooperation	IM	4.13	20	.24	3.6	4.6	N	3/2003	Incumbent
27-1011.00	1.C.3.b	Concern for Others	IM	3.43	20	.31	2.75	4.05	N	3/2003	Incumbent
27-1011.00	1.C.3.c	Social Orientation	IM	2.8	20	.34	2.09	3.51	N	3/2003	Incumbent
27-1011.00	1.C.4.a	Self Control	IM	3.39	20	.32	2.73	4.07	N	3/2003	Incumbent
27-1011.00	1.C.4.b	Stress Tolerance	IM	4.19	20	.23	3.72	4.68	N	3/2003	Incumbent
27-1011.00	1.C.4.c	Adaptability/Flexibility	IM	4.35	20	.21	3.96	4.84	N	3/2003	Incumbent
27-1011.00	1.C.5.a	Dependability	IM	4.75	20	.13	4.53	5	N	3/2003	Incumbent
27-1011.00	1.C.5.b	Attention to Detail	IM	4.67	20	.15	4.39	5	N	3/2003	Incumbent
27-1011.00	1.C.5.c	Integrity	IM	4.32	20	.22	3.84	4.76	N	3/2003	Incumbent
27-1011.00	1.C.6	Independence	IM	3.36	20	.32	2.73	4.07	N	3/2003	Incumbent
27-1011.00	1.C.7.a	Innovation	IM	4.01	20	.26	3.46	4.54	N	3/2003	Incumbent
27-1011.00	1.C.7.b	Analytical Thinking	IM	3.65	20	.3	2.97	4.23	N	3/2003	Incumbent
27-1024.00	1.C.1.a	Achievement/Effort	IM	4.09	18	.26	3.55	4.65	N	3/2003	Incumbent
27-1024.00	1.C.1.b	Persistence	IM	3.93	18	.28	3.31	4.49	N	3/2003	Incumbent
27-1024.00	1.C.1.c	Initiative	IM	3.91	18	.28	3.31	4.49	N	3/2003	Incumbent
27-1024.00	1.C.2.b	Leadership	IM	3.34	18	.34	2.58	4.02	N	3/2003	Incumbent
27-1024.00	1.C.3.a	Cooperation	IM	4.57	19	.18	4.22	4.98	N	3/2003	Incumbent
27-1024.00	1.C.3.b	Concern for Others	IM	3.62	19	.31	2.95	4.25	N	3/2003	Incumbent
27-1024.00	1.C.3.c	Social Orientation	IM	3.25	19	.33	2.51	3.89	N	3/2003	Incumbent
27-1024.00	1.C.4.a	Self Control	IM	3.68	19	.3	3.07	4.33	N	3/2003	Incumbent
27-1024.00	1.C.4.b	Stress Tolerance	IM	4.24	19	.23	3.72	4.68	N	3/2003	Incumbent
27-1024.00	1.C.4.c	Adaptability/Flexibility	IM	4.36	19	.21	3.96	4.84	N	3/2003	Incumbent
27-1024.00	1.C.5.a	Dependability	IM	4.61	19	.17	4.24	4.96	N	3/2003	Incumbent
27-1024.00	1.C.5.b	Attention to Detail	IM	4.93	19	.07	4.75	5	N	3/2003	Incumbent
27-1024.00	1.C.5.c	Integrity	IM	3.59	19	.31	2.95	4.25	N	3/2003	Incumbent
27-1024.00	1.C.6	Independence	IM	3.93	19	.28	3.31	4.49	N	3/2003	Incumbent
27-1024.00	1.C.7.a	Innovation	IM	4.4	19	.21	3.96	4.84	N	3/2003	Incumbent
27-1024.00	1.C.7.b	Analytical Thinking	IM	4.17	19	.24	3.7	4.7	N	3/2003	Incumbent
29-1031.00	1.C.1.a	Achievement/Effort	IM	4.14	19	.26	3.55	4.65	N	3/2003	Incumbent
29-1031.00	1.C.1.b	Persistence	IM	3.99	19	.28	3.41	4.59	N	3/2003	Incumbent
29-1031.00	1.C.1.c	Initiative	IM	4.1	19	.26	3.55	4.65	N	3/2003	Incumbent
29-1031.00	1.C.2.b	Leadership	IM	3.84	19	.29	3.19	4.41	N	3/2003	Incumbent
29-1031.00	1.C.3.a	Cooperation	IM	4.41	19	.21	3.96	4.84	N	3/2003	Incumbent
29-1031.00	1.C.3.b	Concern for Others	IM	4.62	19	.17	4.24	4.96	N	3/2003	Incumbent
29-1031.00	1.C.3.c	Social Orientation	IM	4.05	19	.27	3.53	4.67	N	3/2003	Incumbent
29-1031.00	1.C.4.a	Self Control	IM	4.3	19	.23	3.82	4.78	N	3/2003	Incumbent
29-1031.00	1.C.4.b	Stress Tolerance	IM	4.02	19	.27	3.43	4.57	N	3/2003	Incumbent
29-1031.00	1.C.4.c	Adaptability/Flexibility	IM	4.19	19	.25	3.67	4.73	N	3/2003	Incumbent
29-1031.00	1.C.5.a	Dependability	IM	4.54	19	.19	4.1	4.9	N	3/2003	Incumbent
29-1031.00	1.C.5.b	Attention to Detail	IM	4.32	19	.23	3.82	4.78	N	3/2003	Incumbent
29-1031.00	1.C.5.c	Integrity	IM	4.65	19	.16	4.36	5	N	3/2003	Incumbent
29-1031.00	1.C.6	Independence	IM	4.36	19	.22	3.94	4.86	N	3/2003	Incumbent
29-1031.00	1.C.7.a	Innovation	IM	3.76	19	.3	3.17	4.43	N	3/2003	Incumbent
29-1031.00	1.C.7.b	Analytical Thinking	IM	3.91	19	.29	3.29	4.51	N	3/2003	Incumbent
29-1041.00	1.C.1.a	Achievement/Effort	IM	3.87	19	.29	3.29	4.51	N	3/2003	Incumbent
29-1041.00	1.C.1.b	Persistence	IM	3.85	19	.29	3.29	4.51	N	3/2003	Incumbent
29-1041.00	1.C.1.c	Initiative	IM	3.97	19	.28	3.41	4.59	N	3/2003	Incumbent
29-1041.00	1.C.2.b	Leadership	IM	3.84	19	.29	3.19	4.41	N	3/2003	Incumbent
29-1041.00	1.C.3.a	Cooperation	IM	4.19	19	.25	3.67	4.73	N	3/2003	Incumbent
29-1041.00	1.C.3.b	Concern for Others	IM	4.52	19	.19	4.1	4.9	N	3/2003	Incumbent
29-1041.00	1.C.3.c	Social Orientation	IM	3.8	19	.3	3.17	4.43	N	3/2003	Incumbent
29-1041.00	1.C.4.a	Self Control	IM	4.15	19	.26	3.55	4.65	N	3/2003	Incumbent
29-1041.00	1.C.4.b	Stress Tolerance	IM	4.03	19	.27	3.43	4.57	N	3/2003	Incumbent
29-1041.00	1.C.4.c	Adaptability/Flexibility	IM	4	19	.28	3.41	4.59	N	3/2003	Incumbent
29-1041.00	1.C.5.a	Dependability	IM	4.36	19	.22	3.94	4.86	N	3/2003	Incumbent
29-1041.00	1.C.5.b	Attention to Detail	IM	4.53	19	.19	4.1	4.9	N	3/2003	Incumbent
29-1041.00	1.C.5.c	Integrity	IM	4.51	19	.2	4.08	4.92	N	3/2003	Incumbent
29-1041.00	1.C.6	Independence	IM	3.92	19	.29	3.29	4.51	N	3/2003	Incumbent
29-1041.00	1.C.7.a	Innovation	IM	3.58	19	.32	2.93	4.27	N	3/2003	Incumbent
29-1041.00	1.C.7.b	Analytical Thinking	IM	4.11	19	.26	3.55	4.65	N	3/2003	Incumbent
29-1122.00	1.C.1.a	Achievement/Effort	IM	3.83	24	.26	3.26	4.34	N	3/2003	Incumbent
29-1122.00	1.C.1.b	Persistence	IM	4.2	24	.22	3.74	4.66	N	3/2003	Incumbent
29-1122.00	1.C.1.c	Initiative	IM	4.22	24	.22	3.74	4.66	N	3/2003	Incumbent
29-1122.00	1.C.2.b	Leadership	IM	3.81	24	.26	3.26	4.34	N	3/2003	Incumbent
29-1122.00	1.C.3.a	Cooperation	IM	4.62	24	.15	4.29	4.91	N	3/2003	Incumbent
29-1122.00	1.C.3.b	Concern for Others	IM	4.93	24	.06	4.78	5	N	3/2003	Incumbent
29-1122.00	1.C.3.c	Social Orientation	IM	4.37	23	.2	3.99	4.81	N	3/2003	Incumbent
29-1122.00	1.C.4.a	Self Control	IM	4.52	24	.17	4.15	4.85	N	3/2003	Incumbent
29-1122.00	1.C.4.b	Stress Tolerance	IM	4.51	24	.17	4.15	4.85	N	3/2003	Incumbent
29-1122.00	1.C.4.c	Adaptability/Flexibility	IM	4.8	24	.11	4.57	5	N	3/2003	Incumbent
29-1122.00	1.C.5.a	Dependability	IM	4.61	24	.15	4.29	4.91	N	3/2003	Incumbent
29-1122.00	1.C.5.b	Attention to Detail	IM	4.29	24	.21	3.87	4.73	N	3/2003	Incumbent
29-1122.00	1.C.5.c	Integrity	IM	4.65	24	.15	4.39	5	N	3/2003	Incumbent
29-1122.00	1.C.6	Independence	IM	4.08	24	.24	3.6	4.6	N	3/2003	Incumbent
29-1122.00	1.C.7.a	Innovation	IM	4.31	24	.2	3.89	4.71	N	3/2003	Incumbent
29-1122.00	1.C.7.b	Analytical Thinking	IM	3.99	24	.25	3.48	4.52	N	3/2003	Incumbent
29-1123.00	1.C.1.a	Achievement/Effort	IM	4.01	19	.27	3.43	4.57	N	3/2003	Incumbent
29-1123.00	1.C.1.b	Persistence	IM	3.84	19	.3	3.17	4.43	N	3/2003	Incumbent
29-1123.00	1.C.1.c	Initiative	IM	4.41	19	.21	3.96	4.84	N	3/2003	Incumbent
29-1123.00	1.C.2.b	Leadership	IM	4.28	19	.24	3.8	4.8	N	3/2003	Incumbent
29-1123.00	1.C.3.a	Cooperation	IM	4.74	19	.14	4.41	4.99	N	3/2003	Incumbent
29-1123.00	1.C.3.b	Concern for Others	IM	4.91	19	.08	4.73	5	N	3/2003	Incumbent
29-1123.00	1.C.3.c	Social Orientation	IM	4.49	19	.2	4.08	4.92	N	3/2003	Incumbent
29-1123.00	1.C.4.a	Self Control	IM	4.65	19	.16	4.36	5	N	3/2003	Incumbent
29-1123.00	1.C.4.b	Stress Tolerance	IM	4.13	19	.26	3.55	4.65	N	3/2003	Incumbent
29-1123.00	1.C.4.c	Adaptability/Flexibility	IM	4.47	19	.2	4.08	4.92	N	3/2003	Incumbent
29-1123.00	1.C.5.a	Dependability	IM	4.74	19	.14	4.41	4.99	N	3/2003	Incumbent
29-1123.00	1.C.5.b	Attention to Detail	IM	4.22	19	.25	3.67	4.73	N	3/2003	Incumbent
29-1123.00	1.C.5.c	Integrity	IM	4.84	19	.11	4.57	5	N	3/2003	Incumbent
29-1123.00	1.C.6	Independence	IM	4.51	19	.2	4.08	4.92	N	3/2003	Incumbent
29-1123.00	1.C.7.a	Innovation	IM	3.68	19	.31	3.05	4.35	N	3/2003	Incumbent
29-1123.00	1.C.7.b	Analytical Thinking	IM	3.96	19	.28	3.41	4.59	N	3/2003	Incumbent
29-1125.00	1.C.1.a	Achievement/Effort	IM	3.88	15	.33	3.19	4.61	N	3/2003	Incumbent
29-1125.00	1.C.1.b	Persistence	IM	3.8	15	.34	3.07	4.53	N	3/2003	Incumbent
29-1125.00	1.C.1.c	Initiative	IM	4.29	15	.27	3.72	4.88	N	3/2003	Incumbent
29-1125.00	1.C.2.b	Leadership	IM	4.41	15	.24	3.89	4.91	N	3/2003	Incumbent
29-1125.00	1.C.3.a	Cooperation	IM	4.87	15	.11	4.66	5	N	3/2003	Incumbent
29-1125.00	1.C.3.b	Concern for Others	IM	4.99	15	.02	4.96	5	N	3/2003	Incumbent
29-1125.00	1.C.3.c	Social Orientation	IM	4.67	15	.18	4.31	5	N	3/2003	Incumbent
29-1125.00	1.C.4.a	Self Control	IM	4.92	15	.1	4.69	5	N	3/2003	Incumbent
29-1125.00	1.C.4.b	Stress Tolerance	IM	4.49	15	.23	4.01	4.99	N	3/2003	Incumbent
29-1125.00	1.C.4.c	Adaptability/Flexibility	IM	4.69	15	.18	4.31	5	N	3/2003	Incumbent
29-1125.00	1.C.5.a	Dependability	IM	4.69	15	.18	4.31	5	N	3/2003	Incumbent
29-1125.00	1.C.5.b	Attention to Detail	IM	4.35	15	.25	3.76	4.84	N	3/2003	Incumbent
29-1125.00	1.C.5.c	Integrity	IM	4.76	15	.15	4.48	5	N	3/2003	Incumbent
29-1125.00	1.C.6	Independence	IM	4.23	15	.28	3.6	4.8	N	3/2003	Incumbent
29-1125.00	1.C.7.a	Innovation	IM	4.62	15	.19	4.19	5	N	3/2003	Incumbent
29-1125.00	1.C.7.b	Analytical Thinking	IM	3.7	15	.35	2.95	4.45	N	3/2003	Incumbent
29-1126.00	1.C.1.a	Achievement/Effort	IM	4.15	23	.23	3.72	4.68	N	3/2003	Incumbent
29-1126.00	1.C.1.b	Persistence	IM	4.1	22	.24	3.6	4.6	N	3/2003	Incumbent
29-1126.00	1.C.1.c	Initiative	IM	4.04	23	.25	3.48	4.52	N	3/2003	Incumbent
29-1126.00	1.C.2.b	Leadership	IM	3.98	23	.25	3.48	4.52	N	3/2003	Incumbent
29-1126.00	1.C.3.a	Cooperation	IM	4.56	23	.17	4.25	4.95	N	3/2003	Incumbent
29-1126.00	1.C.3.b	Concern for Others	IM	4.69	23	.14	4.41	4.99	N	3/2003	Incumbent
29-1126.00	1.C.3.c	Social Orientation	IM	4.05	23	.24	3.5	4.5	N	3/2003	Incumbent
29-1126.00	1.C.4.a	Self Control	IM	4.7	23	.14	4.41	4.99	N	3/2003	Incumbent
29-1126.00	1.C.4.b	Stress Tolerance	IM	4.54	23	.17	4.15	4.85	N	3/2003	Incumbent
29-1126.00	1.C.4.c	Adaptability/Flexibility	IM	4.29	23	.21	3.86	4.74	N	3/2003	Incumbent
29-1126.00	1.C.5.a	Dependability	IM	4.86	23	.09	4.71	5	N	3/2003	Incumbent
29-1126.00	1.C.5.b	Attention to Detail	IM	4.64	23	.15	4.29	4.91	N	3/2003	Incumbent
29-1126.00	1.C.5.c	Integrity	IM	4.7	22	.14	4.41	4.99	N	3/2003	Incumbent
29-1126.00	1.C.6	Independence	IM	4.45	22	.19	4.1	4.9	N	3/2003	Incumbent
29-1126.00	1.C.7.a	Innovation	IM	3.53	23	.29	2.9	4.1	N	3/2003	Incumbent
29-1126.00	1.C.7.b	Analytical Thinking	IM	4.47	23	.18	4.13	4.87	N	3/2003	Incumbent
29-2021.00	1.C.1.a	Achievement/Effort	IM	4.33	17	.24	3.79	4.81	N	3/2003	Incumbent
29-2021.00	1.C.1.b	Persistence	IM	3.87	17	.34	3.18	4.62	N	3/2003	Incumbent
29-2021.00	1.C.1.c	Initiative	IM	4.34	17	.24	3.79	4.81	N	3/2003	Incumbent
29-2021.00	1.C.2.b	Leadership	IM	3.45	17	.35	2.76	4.24	N	3/2003	Incumbent
29-2021.00	1.C.3.a	Cooperation	IM	4.82	17	.12	4.55	5	N	3/2003	Incumbent
29-2021.00	1.C.3.b	Concern for Others	IM	4.69	17	.16	4.36	5	N	3/2003	Incumbent
29-2021.00	1.C.3.c	Social Orientation	IM	4.29	17	.25	3.77	4.83	N	3/2003	Incumbent
29-2021.00	1.C.4.a	Self Control	IM	4.5	17	.21	4.05	4.95	N	3/2003	Incumbent
29-2021.00	1.C.4.b	Stress Tolerance	IM	4.43	17	.23	3.91	4.89	N	3/2003	Incumbent
29-2021.00	1.C.4.c	Adaptability/Flexibility	IM	4.28	17	.25	3.77	4.83	N	3/2003	Incumbent
29-2021.00	1.C.5.a	Dependability	IM	4.91	17	.09	4.71	5	N	3/2003	Incumbent
29-2021.00	1.C.5.b	Attention to Detail	IM	4.76	17	.14	4.5	5	N	3/2003	Incumbent
29-2021.00	1.C.5.c	Integrity	IM	4.59	17	.19	4.2	5	N	3/2003	Incumbent
29-2021.00	1.C.6	Independence	IM	4.61	17	.18	4.22	4.98	N	3/2003	Incumbent
29-2021.00	1.C.7.a	Innovation	IM	3.51	17	.35	2.76	4.24	N	3/2003	Incumbent
29-2021.00	1.C.7.b	Analytical Thinking	IM	3.59	16	.35	2.85	4.35	N	3/2003	Incumbent
29-2032.00	1.C.1.a	Achievement/Effort	IM	3.83	19	.3	3.17	4.43	N	3/2003	Incumbent
29-2032.00	1.C.1.b	Persistence	IM	4.07	19	.27	3.53	4.67	N	3/2003	Incumbent
29-2032.00	1.C.1.c	Initiative	IM	4.17	19	.25	3.67	4.73	N	3/2003	Incumbent
29-2032.00	1.C.2.b	Leadership	IM	3.21	19	.35	2.46	3.94	N	3/2003	Incumbent
29-2032.00	1.C.3.a	Cooperation	IM	4.23	19	.24	3.7	4.7	N	3/2003	Incumbent
29-2032.00	1.C.3.b	Concern for Others	IM	4.54	19	.19	4.1	4.9	N	3/2003	Incumbent
29-2032.00	1.C.3.c	Social Orientation	IM	3.36	19	.34	2.69	4.11	N	3/2003	Incumbent
29-2032.00	1.C.4.a	Self Control	IM	4.45	19	.21	4.06	4.94	N	3/2003	Incumbent
29-2032.00	1.C.4.b	Stress Tolerance	IM	3.99	19	.28	3.41	4.59	N	3/2003	Incumbent
29-2032.00	1.C.4.c	Adaptability/Flexibility	IM	3.84	19	.3	3.17	4.43	N	3/2003	Incumbent
29-2032.00	1.C.5.a	Dependability	IM	4.54	19	.19	4.1	4.9	N	3/2003	Incumbent
29-2032.00	1.C.5.b	Attention to Detail	IM	4.89	19	.09	4.71	5	N	3/2003	Incumbent
29-2032.00	1.C.5.c	Integrity	IM	4.6	19	.18	4.22	4.98	N	3/2003	Incumbent
29-2032.00	1.C.6	Independence	IM	4.28	19	.24	3.8	4.8	N	3/2003	Incumbent
29-2032.00	1.C.7.a	Innovation	IM	3.24	19	.35	2.46	3.94	N	3/2003	Incumbent
29-2032.00	1.C.7.b	Analytical Thinking	IM	4.37	19	.22	3.94	4.86	N	3/2003	Incumbent
29-2034.01	1.C.1.a	Achievement/Effort	IM	4.02	18	.28	3.41	4.59	N	3/2003	Incumbent
29-2034.01	1.C.1.b	Persistence	IM	4.34	18	.23	3.81	4.79	N	3/2003	Incumbent
29-2034.01	1.C.1.c	Initiative	IM	4.44	18	.22	3.94	4.86	N	3/2003	Incumbent
29-2034.01	1.C.2.b	Leadership	IM	3.85	18	.3	3.17	4.43	N	3/2003	Incumbent
29-2034.01	1.C.3.a	Cooperation	IM	4.64	18	.17	4.24	4.96	N	3/2003	Incumbent
29-2034.01	1.C.3.b	Concern for Others	IM	4.46	18	.21	4.06	4.94	N	3/2003	Incumbent
29-2034.01	1.C.3.c	Social Orientation	IM	4.29	18	.24	3.79	4.81	N	3/2003	Incumbent
29-2034.01	1.C.4.a	Self Control	IM	4.57	18	.19	4.2	5	N	3/2003	Incumbent
29-2034.01	1.C.4.b	Stress Tolerance	IM	4.38	17	.23	3.91	4.89	N	3/2003	Incumbent
29-2034.01	1.C.4.c	Adaptability/Flexibility	IM	4.37	18	.24	3.89	4.91	N	3/2003	Incumbent
29-2034.01	1.C.5.a	Dependability	IM	4.73	18	.15	4.38	5	N	3/2003	Incumbent
29-2034.01	1.C.5.b	Attention to Detail	IM	4.72	18	.15	4.38	5	N	3/2003	Incumbent
29-2034.01	1.C.5.c	Integrity	IM	4.7	18	.16	4.36	5	N	3/2003	Incumbent
29-2034.01	1.C.6	Independence	IM	4.24	18	.25	3.67	4.73	N	3/2003	Incumbent
29-2034.01	1.C.7.a	Innovation	IM	4.24	18	.25	3.67	4.73	N	3/2003	Incumbent
29-2034.01	1.C.7.b	Analytical Thinking	IM	4.17	18	.26	3.65	4.75	N	3/2003	Incumbent
29-2041.00	1.C.1.a	Achievement/Effort	IM	3.71	26	.26	3.16	4.24	N	3/2003	Incumbent
29-2041.00	1.C.1.b	Persistence	IM	4.01	26	.23	3.53	4.47	N	3/2003	Incumbent
29-2041.00	1.C.1.c	Initiative	IM	4.14	26	.22	3.65	4.55	N	3/2003	Incumbent
29-2041.00	1.C.2.b	Leadership	IM	3.75	26	.26	3.26	4.34	N	3/2003	Incumbent
29-2041.00	1.C.3.a	Cooperation	IM	4.2	26	.21	3.77	4.63	N	3/2003	Incumbent
29-2041.00	1.C.3.b	Concern for Others	IM	4.26	26	.2	3.89	4.71	N	3/2003	Incumbent
29-2041.00	1.C.3.c	Social Orientation	IM	4.04	26	.23	3.53	4.47	N	3/2003	Incumbent
29-2041.00	1.C.4.a	Self Control	IM	4.42	26	.18	4.03	4.77	N	3/2003	Incumbent
29-2041.00	1.C.4.b	Stress Tolerance	IM	4.63	26	.14	4.31	4.89	N	3/2003	Incumbent
29-2041.00	1.C.4.c	Adaptability/Flexibility	IM	4.31	26	.2	3.89	4.71	N	3/2003	Incumbent
29-2041.00	1.C.5.a	Dependability	IM	4.58	26	.15	4.29	4.91	N	3/2003	Incumbent
29-2041.00	1.C.5.b	Attention to Detail	IM	4.49	26	.17	4.15	4.85	N	3/2003	Incumbent
29-2041.00	1.C.5.c	Integrity	IM	4.3	26	.2	3.89	4.71	N	3/2003	Incumbent
29-2041.00	1.C.6	Independence	IM	3.49	26	.28	2.92	4.08	N	3/2003	Incumbent
29-2041.00	1.C.7.a	Innovation	IM	3.81	26	.25	3.29	4.31	N	3/2003	Incumbent
29-2041.00	1.C.7.b	Analytical Thinking	IM	3.9	26	.24	3.41	4.39	N	3/2003	Incumbent
29-2054.00	1.C.1.a	Achievement/Effort	IM	3.89	18	.3	3.27	4.53	N	3/2003	Incumbent
29-2054.00	1.C.1.b	Persistence	IM	3.82	18	.3	3.17	4.43	N	3/2003	Incumbent
29-2054.00	1.C.1.c	Initiative	IM	4.01	18	.28	3.41	4.59	N	3/2003	Incumbent
29-2054.00	1.C.2.b	Leadership	IM	3.55	18	.33	2.8	4.2	N	3/2003	Incumbent
29-2054.00	1.C.3.a	Cooperation	IM	4.45	18	.21	4.06	4.94	N	3/2003	Incumbent
29-2054.00	1.C.3.b	Concern for Others	IM	4.5	18	.2	4.08	4.92	N	3/2003	Incumbent
29-2054.00	1.C.3.c	Social Orientation	IM	4.07	18	.27	3.53	4.67	N	3/2003	Incumbent
29-2054.00	1.C.4.a	Self Control	IM	4.41	18	.22	3.94	4.86	N	3/2003	Incumbent
29-2054.00	1.C.4.b	Stress Tolerance	IM	4.33	18	.23	3.81	4.79	N	3/2003	Incumbent
29-2054.00	1.C.4.c	Adaptability/Flexibility	IM	4.08	18	.27	3.53	4.67	N	3/2003	Incumbent
29-2054.00	1.C.5.a	Dependability	IM	4.7	18	.16	4.36	5	N	3/2003	Incumbent
29-2054.00	1.C.5.b	Attention to Detail	IM	4.56	18	.19	4.2	5	N	3/2003	Incumbent
29-2054.00	1.C.5.c	Integrity	IM	4.64	18	.17	4.24	4.96	N	3/2003	Incumbent
29-2054.00	1.C.6	Independence	IM	4.11	18	.27	3.53	4.67	N	3/2003	Incumbent
29-2054.00	1.C.7.a	Innovation	IM	3.24	18	.36	2.44	3.96	N	3/2003	Incumbent
29-2054.00	1.C.7.b	Analytical Thinking	IM	3.84	18	.3	3.17	4.43	N	3/2003	Incumbent
29-2061.00	1.C.1.a	Achievement/Effort	IM	4.26	18	.25	3.77	4.83	N	3/2003	Incumbent
29-2061.00	1.C.1.b	Persistence	IM	3.96	18	.29	3.39	4.61	N	3/2003	Incumbent
29-2061.00	1.C.1.c	Initiative	IM	4.25	18	.25	3.67	4.73	N	3/2003	Incumbent
29-2061.00	1.C.2.b	Leadership	IM	4.36	18	.23	3.91	4.89	N	3/2003	Incumbent
29-2061.00	1.C.3.a	Cooperation	IM	4.58	18	.19	4.2	5	N	3/2003	Incumbent
29-2061.00	1.C.3.b	Concern for Others	IM	4.88	18	.1	4.69	5	N	3/2003	Incumbent
29-2061.00	1.C.3.c	Social Orientation	IM	3.98	18	.29	3.39	4.61	N	3/2003	Incumbent
29-2061.00	1.C.4.a	Self Control	IM	4.72	18	.15	4.38	5	N	3/2003	Incumbent
29-2061.00	1.C.4.b	Stress Tolerance	IM	4.83	18	.12	4.55	5	N	3/2003	Incumbent
29-2061.00	1.C.4.c	Adaptability/Flexibility	IM	4.52	18	.2	4.08	4.92	N	3/2003	Incumbent
29-2061.00	1.C.5.a	Dependability	IM	4.83	18	.12	4.55	5	N	3/2003	Incumbent
29-2061.00	1.C.5.b	Attention to Detail	IM	4.73	18	.15	4.38	5	N	3/2003	Incumbent
29-2061.00	1.C.5.c	Integrity	IM	4.57	18	.19	4.2	5	N	3/2003	Incumbent
29-2061.00	1.C.6	Independence	IM	3.82	18	.3	3.17	4.43	N	3/2003	Incumbent
29-2061.00	1.C.7.a	Innovation	IM	3.47	18	.34	2.78	4.22	N	3/2003	Incumbent
29-2061.00	1.C.7.b	Analytical Thinking	IM	3.95	18	.29	3.29	4.51	N	3/2003	Incumbent
