O*NET-SOC Code	Element ID	Element Name	Scale ID	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
19-3051.00	1.C.3.b	Concern for Others	IM	4.33	18	.16	4	4.66	N	3/2003	Incumbent
19-3051.00	1.C.3.c	Social Orientation	IM	4.01	18	.22	3.55	4.46	N	3/2003	Incumbent
19-3051.00	1.C.4.a	Self Control	IM	4.52	18	.14	4.22	4.81	N	3/2003	Incumbent
19-3051.00	1.C.4.b	Stress Tolerance	IM	4.37	18	.15	4.05	4.69	N	3/2003	Incumbent
19-3051.00	1.C.4.c	Adaptability/Flexibility	IM	4.19	18	.29	3.58	4.79	N	3/2003	Incumbent
19-3051.00	1.C.5.a	Dependability	IM	4.44	18	.22	3.98	4.91	N	3/2003	Incumbent
19-3051.00	1.C.5.b	Attention to Detail	IM	4.58	18	.13	4.3	4.85	N	3/2003	Incumbent
19-3051.00	1.C.5.c	Integrity	IM	4.83	18	.11	4.59	5	N	3/2003	Incumbent
19-3051.00	1.C.6	Independence	IM	4	18	.45	3.06	4.95	N	3/2003	Incumbent
19-3051.00	1.C.7.a	Innovation	IM	4.04	18	.28	3.45	4.63	N	3/2003	Incumbent
19-3051.00	1.C.7.b	Analytical Thinking	IM	4.37	18	.15	4.06	4.69	N	3/2003	Incumbent
19-3093.00	1.C.1.a	Achievement/Effort	IM	4.17	18	.17	3.8	4.53	N	12/2004	Incumbent
19-3093.00	1.C.1.b	Persistence	IM	4.48	18	.25	3.96	5	N	12/2004	Incumbent
19-3093.00	1.C.1.c	Initiative	IM	4.14	18	.18	3.76	4.53	N	12/2004	Incumbent
19-3093.00	1.C.2.b	Leadership	IM	3.66	17	.31	2.99	4.32	N	12/2004	Incumbent
19-3093.00	1.C.3.a	Cooperation	IM	4.47	18	.25	3.93	5	N	12/2004	Incumbent
19-3093.00	1.C.3.b	Concern for Others	IM	3.99	18	.24	3.49	4.49	N	12/2004	Incumbent
19-3093.00	1.C.3.c	Social Orientation	IM	3.48	18	.21	3.04	3.92	N	12/2004	Incumbent
19-3093.00	1.C.4.a	Self Control	IM	4.45	18	.2	4.04	4.87	N	12/2004	Incumbent
19-3093.00	1.C.4.b	Stress Tolerance	IM	3.63	18	.24	3.12	4.14	N	12/2004	Incumbent
19-3093.00	1.C.4.c	Adaptability/Flexibility	IM	3.86	18	.13	3.58	4.14	N	12/2004	Incumbent
19-3093.00	1.C.5.a	Dependability	IM	4.58	18	.24	4.06	5	N	12/2004	Incumbent
19-3093.00	1.C.5.b	Attention to Detail	IM	4.48	18	.09	4.29	4.66	N	12/2004	Incumbent
19-3093.00	1.C.5.c	Integrity	IM	4.61	18	.16	4.27	4.96	N	12/2004	Incumbent
19-3093.00	1.C.6	Independence	IM	3.95	18	.34	3.23	4.67	N	12/2004	Incumbent
19-3093.00	1.C.7.a	Innovation	IM	3.73	18	.25	3.2	4.26	N	12/2004	Incumbent
19-3093.00	1.C.7.b	Analytical Thinking	IM	3.6	18	.21	3.15	4.04	N	12/2004	Incumbent
19-4021.00	1.C.1.a	Achievement/Effort	IM	3.09	20	.23	2.6	3.58	N	12/2004	Incumbent
19-4021.00	1.C.1.b	Persistence	IM	3.34	20	.22	2.87	3.81	N	12/2004	Incumbent
19-4021.00	1.C.1.c	Initiative	IM	3.36	20	.35	2.61	4.1	N	12/2004	Incumbent
19-4021.00	1.C.2.b	Leadership	IM	2.67	20	.34	1.96	3.37	N	12/2004	Incumbent
19-4021.00	1.C.3.a	Cooperation	IM	3.57	20	.3	2.93	4.2	N	12/2004	Incumbent
19-4021.00	1.C.3.b	Concern for Others	IM	3.1	20	.28	2.52	3.68	N	12/2004	Incumbent
19-4021.00	1.C.3.c	Social Orientation	IM	2.7	20	.21	2.27	3.14	N	12/2004	Incumbent
19-4021.00	1.C.4.a	Self Control	IM	3.18	20	.22	2.72	3.64	N	12/2004	Incumbent
19-4021.00	1.C.4.b	Stress Tolerance	IM	2.9	20	.4	2.06	3.74	N	12/2004	Incumbent
19-4021.00	1.C.4.c	Adaptability/Flexibility	IM	3.5	20	.22	3.04	3.96	N	12/2004	Incumbent
19-4021.00	1.C.5.a	Dependability	IM	3.98	20	.35	3.25	4.71	N	12/2004	Incumbent
19-4021.00	1.C.5.b	Attention to Detail	IM	3.99	20	.35	3.25	4.73	N	12/2004	Incumbent
19-4021.00	1.C.5.c	Integrity	IM	3.78	20	.34	3.08	4.49	N	12/2004	Incumbent
19-4021.00	1.C.6	Independence	IM	3.39	20	.51	2.31	4.46	N	12/2004	Incumbent
19-4021.00	1.C.7.a	Innovation	IM	2.5	20	.6	1.25	3.76	N	12/2004	Incumbent
19-4021.00	1.C.7.b	Analytical Thinking	IM	3.31	20	.29	2.7	3.93	N	12/2004	Incumbent
19-4031.00	1.C.1.a	Achievement/Effort	IM	3.06	25	.3	2.44	3.69	N	7/2004	Incumbent
19-4031.00	1.C.1.b	Persistence	IM	3.6	25	.25	3.08	4.12	N	7/2004	Incumbent
19-4031.00	1.C.1.c	Initiative	IM	3.7	25	.28	3.12	4.28	N	7/2004	Incumbent
19-4031.00	1.C.2.b	Leadership	IM	3.02	25	.19	2.63	3.41	N	7/2004	Incumbent
19-4031.00	1.C.3.a	Cooperation	IM	4.21	25	.23	3.74	4.69	N	7/2004	Incumbent
19-4031.00	1.C.3.b	Concern for Others	IM	3.6	25	.39	2.8	4.4	N	7/2004	Incumbent
19-4031.00	1.C.3.c	Social Orientation	IM	2.97	25	.25	2.44	3.49	N	7/2004	Incumbent
19-4031.00	1.C.4.a	Self Control	IM	3.52	25	.33	2.84	4.21	N	7/2004	Incumbent
19-4031.00	1.C.4.b	Stress Tolerance	IM	3.69	25	.32	3.02	4.36	N	7/2004	Incumbent
19-4031.00	1.C.4.c	Adaptability/Flexibility	IM	3.99	25	.22	3.53	4.45	N	7/2004	Incumbent
19-4031.00	1.C.5.a	Dependability	IM	4.43	25	.21	4	4.87	N	7/2004	Incumbent
19-4031.00	1.C.5.b	Attention to Detail	IM	4.43	25	.17	4.07	4.78	N	7/2004	Incumbent
19-4031.00	1.C.5.c	Integrity	IM	4.52	25	.16	4.18	4.86	N	7/2004	Incumbent
19-4031.00	1.C.6	Independence	IM	4.08	25	.22	3.63	4.53	N	7/2004	Incumbent
19-4031.00	1.C.7.a	Innovation	IM	3.32	25	.26	2.79	3.85	N	7/2004	Incumbent
19-4031.00	1.C.7.b	Analytical Thinking	IM	3.95	25	.28	3.38	4.53	N	7/2004	Incumbent
19-4091.00	1.C.1.a	Achievement/Effort	IM	4.28	23	.25	3.76	4.8	N	7/2004	Incumbent
19-4091.00	1.C.1.b	Persistence	IM	4.04	23	.14	3.76	4.32	N	7/2004	Incumbent
19-4091.00	1.C.1.c	Initiative	IM	4.13	23	.13	3.86	4.39	N	7/2004	Incumbent
19-4091.00	1.C.2.b	Leadership	IM	3.37	23	.45	2.43	4.31	N	7/2004	Incumbent
19-4091.00	1.C.3.a	Cooperation	IM	4.29	23	.25	3.78	4.8	N	7/2004	Incumbent
19-4091.00	1.C.3.b	Concern for Others	IM	3.92	23	.38	3.14	4.7	N	7/2004	Incumbent
19-4091.00	1.C.3.c	Social Orientation	IM	3.2	23	.28	2.62	3.79	N	7/2004	Incumbent
19-4091.00	1.C.4.a	Self Control	IM	3.97	23	.2	3.56	4.37	N	7/2004	Incumbent
19-4091.00	1.C.4.b	Stress Tolerance	IM	3.99	23	.17	3.64	4.34	N	7/2004	Incumbent
19-4091.00	1.C.4.c	Adaptability/Flexibility	IM	4.29	23	.26	3.75	4.83	N	7/2004	Incumbent
19-4091.00	1.C.5.a	Dependability	IM	4.44	23	.22	3.99	4.89	N	7/2004	Incumbent
19-4091.00	1.C.5.b	Attention to Detail	IM	4.26	23	.14	3.97	4.55	N	7/2004	Incumbent
19-4091.00	1.C.5.c	Integrity	IM	3.8	23	.28	3.22	4.38	N	7/2004	Incumbent
19-4091.00	1.C.6	Independence	IM	4.15	23	.13	3.87	4.43	N	7/2004	Incumbent
19-4091.00	1.C.7.a	Innovation	IM	3.88	23	.19	3.48	4.29	N	7/2004	Incumbent
19-4091.00	1.C.7.b	Analytical Thinking	IM	4.52	23	.17	4.16	4.88	N	7/2004	Incumbent
19-4092.00	1.C.1.a	Achievement/Effort	IM	3.55	19	.35	2.8	4.29	N	7/2004	Incumbent
19-4092.00	1.C.1.b	Persistence	IM	3.56	19	.32	2.89	4.23	N	7/2004	Incumbent
19-4092.00	1.C.1.c	Initiative	IM	3.89	19	.53	2.78	5	N	7/2004	Incumbent
19-4092.00	1.C.2.b	Leadership	IM	3.31	19	.42	2.44	4.19	N	7/2004	Incumbent
19-4092.00	1.C.3.a	Cooperation	IM	4.09	19	.4	3.24	4.94	N	7/2004	Incumbent
19-4092.00	1.C.3.b	Concern for Others	IM	3.12	19	.45	2.17	4.06	N	7/2004	Incumbent
19-4092.00	1.C.3.c	Social Orientation	IM	2.55	19	.29	1.95	3.15	N	7/2004	Incumbent
19-4092.00	1.C.4.a	Self Control	IM	4.08	19	.23	3.6	4.56	N	7/2004	Incumbent
19-4092.00	1.C.4.b	Stress Tolerance	IM	4.32	19	.16	3.97	4.66	N	7/2004	Incumbent
19-4092.00	1.C.4.c	Adaptability/Flexibility	IM	4	19	.38	3.21	4.8	N	7/2004	Incumbent
19-4092.00	1.C.5.a	Dependability	IM	4.23	19	.4	3.39	5	N	7/2004	Incumbent
19-4092.00	1.C.5.b	Attention to Detail	IM	4.64	19	.19	4.23	5	N	7/2004	Incumbent
19-4092.00	1.C.5.c	Integrity	IM	4.83	19	.15	4.51	5	N	7/2004	Incumbent
19-4092.00	1.C.6	Independence	IM	3.26	19	.54	2.14	4.39	N	7/2004	Incumbent
19-4092.00	1.C.7.a	Innovation	IM	2.61	19	.38	1.81	3.42	N	7/2004	Incumbent
19-4092.00	1.C.7.b	Analytical Thinking	IM	3.83	19	.21	3.39	4.27	N	7/2004	Incumbent
21-1014.00	1.C.1.a	Achievement/Effort	IM	3.67	51	.27	3.12	4.22	N	7/2004	Incumbent
21-1014.00	1.C.1.b	Persistence	IM	4.22	51	.12	3.98	4.47	N	7/2004	Incumbent
21-1014.00	1.C.1.c	Initiative	IM	4.11	51	.25	3.62	4.61	N	7/2004	Incumbent
21-1014.00	1.C.2.b	Leadership	IM	3.94	51	.27	3.4	4.48	N	7/2004	Incumbent
21-1014.00	1.C.3.a	Cooperation	IM	4.47	51	.14	4.19	4.75	N	7/2004	Incumbent
21-1014.00	1.C.3.b	Concern for Others	IM	4.74	51	.11	4.52	4.96	N	7/2004	Incumbent
21-1014.00	1.C.3.c	Social Orientation	IM	3.97	51	.22	3.53	4.42	N	7/2004	Incumbent
21-1014.00	1.C.4.a	Self Control	IM	4.52	51	.16	4.21	4.84	N	7/2004	Incumbent
21-1014.00	1.C.4.b	Stress Tolerance	IM	4.54	51	.14	4.27	4.82	N	7/2004	Incumbent
21-1014.00	1.C.4.c	Adaptability/Flexibility	IM	4.02	51	.16	3.69	4.35	N	7/2004	Incumbent
21-1014.00	1.C.5.a	Dependability	IM	4.54	51	.11	4.32	4.77	N	7/2004	Incumbent
21-1014.00	1.C.5.b	Attention to Detail	IM	4.07	51	.2	3.67	4.47	N	7/2004	Incumbent
21-1014.00	1.C.5.c	Integrity	IM	4.77	51	.09	4.6	4.94	N	7/2004	Incumbent
21-1014.00	1.C.6	Independence	IM	4.05	50	.21	3.62	4.47	N	7/2004	Incumbent
21-1014.00	1.C.7.a	Innovation	IM	3.61	51	.2	3.21	4.01	N	7/2004	Incumbent
21-1014.00	1.C.7.b	Analytical Thinking	IM	4.06	51	.16	3.74	4.39	N	7/2004	Incumbent
21-1021.00	1.C.1.a	Achievement/Effort	IM	4.02	23	.26	3.49	4.56	N	3/2003	Incumbent
21-1021.00	1.C.1.b	Persistence	IM	4.13	22	.21	3.7	4.57	N	3/2003	Incumbent
21-1021.00	1.C.1.c	Initiative	IM	4.43	22	.11	4.2	4.67	N	3/2003	Incumbent
21-1021.00	1.C.2.b	Leadership	IM	3.62	22	.26	3.08	4.16	N	3/2003	Incumbent
21-1021.00	1.C.3.a	Cooperation	IM	4.46	23	.12	4.22	4.71	N	3/2003	Incumbent
21-1021.00	1.C.3.b	Concern for Others	IM	4.6	23	.16	4.26	4.93	N	3/2003	Incumbent
21-1021.00	1.C.3.c	Social Orientation	IM	4.16	23	.17	3.81	4.51	N	3/2003	Incumbent
21-1021.00	1.C.4.a	Self Control	IM	4.46	22	.24	3.96	4.96	N	3/2003	Incumbent
21-1021.00	1.C.4.b	Stress Tolerance	IM	4.55	23	.16	4.23	4.87	N	3/2003	Incumbent
21-1021.00	1.C.4.c	Adaptability/Flexibility	IM	4.26	23	.2	3.85	4.68	N	3/2003	Incumbent
21-1021.00	1.C.5.a	Dependability	IM	4.34	23	.1	4.12	4.55	N	3/2003	Incumbent
21-1021.00	1.C.5.b	Attention to Detail	IM	4.06	23	.16	3.72	4.4	N	3/2003	Incumbent
21-1021.00	1.C.5.c	Integrity	IM	4.69	23	.09	4.5	4.89	N	3/2003	Incumbent
21-1021.00	1.C.6	Independence	IM	3.82	23	.2	3.4	4.23	N	3/2003	Incumbent
21-1021.00	1.C.7.a	Innovation	IM	3.4	23	.24	2.9	3.89	N	3/2003	Incumbent
21-1021.00	1.C.7.b	Analytical Thinking	IM	3.56	23	.26	3.02	4.11	N	3/2003	Incumbent
21-1022.00	1.C.1.a	Achievement/Effort	IM	4.15	21	.33	3.45	4.85	N	3/2003	Incumbent
21-1022.00	1.C.1.b	Persistence	IM	4.59	21	.17	4.22	4.95	N	3/2003	Incumbent
21-1022.00	1.C.1.c	Initiative	IM	4.5	21	.19	4.11	4.9	N	3/2003	Incumbent
21-1022.00	1.C.2.b	Leadership	IM	3.61	21	.21	3.18	4.05	N	3/2003	Incumbent
21-1022.00	1.C.3.a	Cooperation	IM	4.5	21	.18	4.12	4.88	N	3/2003	Incumbent
21-1022.00	1.C.3.b	Concern for Others	IM	4.66	21	.21	4.23	5	N	3/2003	Incumbent
21-1022.00	1.C.3.c	Social Orientation	IM	4.03	21	.36	3.27	4.79	N	3/2003	Incumbent
21-1022.00	1.C.4.a	Self Control	IM	4.57	21	.19	4.16	4.97	N	3/2003	Incumbent
21-1022.00	1.C.4.b	Stress Tolerance	IM	4.4	21	.16	4.08	4.73	N	3/2003	Incumbent
21-1022.00	1.C.4.c	Adaptability/Flexibility	IM	4.47	21	.23	4	4.94	N	3/2003	Incumbent
21-1022.00	1.C.5.a	Dependability	IM	4.9	21	.06	4.78	5	N	3/2003	Incumbent
21-1022.00	1.C.5.b	Attention to Detail	IM	4.5	21	.19	4.1	4.91	N	3/2003	Incumbent
21-1022.00	1.C.5.c	Integrity	IM	4.84	21	.11	4.62	5	N	3/2003	Incumbent
21-1022.00	1.C.6	Independence	IM	4.28	21	.3	3.64	4.91	N	3/2003	Incumbent
21-1022.00	1.C.7.a	Innovation	IM	4.04	21	.33	3.35	4.73	N	3/2003	Incumbent
21-1022.00	1.C.7.b	Analytical Thinking	IM	3.69	21	.18	3.31	4.07	N	3/2003	Incumbent
21-1023.00	1.C.1.a	Achievement/Effort	IM	3.08	49	.38	2.32	3.83	N	3/2003	Incumbent
21-1023.00	1.C.1.b	Persistence	IM	3.82	49	.15	3.52	4.12	N	3/2003	Incumbent
21-1023.00	1.C.1.c	Initiative	IM	3.97	49	.06	3.86	4.08	N	3/2003	Incumbent
21-1023.00	1.C.2.b	Leadership	IM	3.87	49	.3	3.26	4.48	N	3/2003	Incumbent
21-1023.00	1.C.3.a	Cooperation	IM	4.61	49	.16	4.29	4.93	N	3/2003	Incumbent
21-1023.00	1.C.3.b	Concern for Others	IM	4.88	49	.07	4.74	5	N	3/2003	Incumbent
21-1023.00	1.C.3.c	Social Orientation	IM	4.07	49	.36	3.36	4.79	N	3/2003	Incumbent
21-1023.00	1.C.4.a	Self Control	IM	4.77	49	.1	4.57	4.97	N	3/2003	Incumbent
21-1023.00	1.C.4.b	Stress Tolerance	IM	4.48	49	.27	3.95	5	N	3/2003	Incumbent
21-1023.00	1.C.4.c	Adaptability/Flexibility	IM	4.54	49	.19	4.17	4.92	N	3/2003	Incumbent
21-1023.00	1.C.5.a	Dependability	IM	4.75	49	.11	4.53	4.96	N	3/2003	Incumbent
21-1023.00	1.C.5.b	Attention to Detail	IM	4.18	49	.21	3.75	4.61	N	3/2003	Incumbent
21-1023.00	1.C.5.c	Integrity	IM	4.85	49	.08	4.68	5	N	3/2003	Incumbent
21-1023.00	1.C.6	Independence	IM	4.1	49	.34	3.42	4.79	N	3/2003	Incumbent
21-1023.00	1.C.7.a	Innovation	IM	3.43	49	.19	3.05	3.82	N	3/2003	Incumbent
21-1023.00	1.C.7.b	Analytical Thinking	IM	3.87	49	.35	3.17	4.56	N	3/2003	Incumbent
21-1092.00	1.C.1.a	Achievement/Effort	IM	4.06	27	.19	3.67	4.46	N	7/2004	Incumbent
21-1092.00	1.C.1.b	Persistence	IM	3.93	27	.26	3.39	4.47	N	7/2004	Incumbent
21-1092.00	1.C.1.c	Initiative	IM	4.3	27	.14	4	4.59	N	7/2004	Incumbent
21-1092.00	1.C.2.b	Leadership	IM	4.11	27	.2	3.7	4.52	N	7/2004	Incumbent
21-1092.00	1.C.3.a	Cooperation	IM	4.38	27	.25	3.86	4.89	N	7/2004	Incumbent
21-1092.00	1.C.3.b	Concern for Others	IM	4.19	27	.2	3.77	4.61	N	7/2004	Incumbent
21-1092.00	1.C.3.c	Social Orientation	IM	4.02	27	.19	3.62	4.41	N	7/2004	Incumbent
21-1092.00	1.C.4.a	Self Control	IM	4.8	27	.13	4.53	5	N	7/2004	Incumbent
21-1092.00	1.C.4.b	Stress Tolerance	IM	4.8	27	.13	4.54	5	N	7/2004	Incumbent
21-1092.00	1.C.4.c	Adaptability/Flexibility	IM	4.42	27	.17	4.06	4.78	N	7/2004	Incumbent
21-1092.00	1.C.5.a	Dependability	IM	4.53	26	.13	4.26	4.81	N	7/2004	Incumbent
21-1092.00	1.C.5.b	Attention to Detail	IM	4.33	27	.21	3.9	4.75	N	7/2004	Incumbent
21-1092.00	1.C.5.c	Integrity	IM	4.71	27	.14	4.42	4.99	N	7/2004	Incumbent
21-1092.00	1.C.6	Independence	IM	4.11	27	.24	3.62	4.59	N	7/2004	Incumbent
21-1092.00	1.C.7.a	Innovation	IM	3.51	27	.17	3.15	3.86	N	7/2004	Incumbent
21-1092.00	1.C.7.b	Analytical Thinking	IM	4.04	27	.26	3.5	4.57	N	7/2004	Incumbent
21-1093.00	1.C.1.a	Achievement/Effort	IM	3.53	25	.2	3.12	3.94	N	12/2004	Incumbent
21-1093.00	1.C.1.b	Persistence	IM	3.81	25	.24	3.32	4.3	N	12/2004	Incumbent
21-1093.00	1.C.1.c	Initiative	IM	4.17	25	.18	3.79	4.55	N	12/2004	Incumbent
21-1093.00	1.C.2.b	Leadership	IM	3.95	25	.19	3.56	4.33	N	12/2004	Incumbent
21-1093.00	1.C.3.a	Cooperation	IM	4.55	25	.16	4.22	4.87	N	12/2004	Incumbent
21-1093.00	1.C.3.b	Concern for Others	IM	4.84	25	.09	4.66	5	N	12/2004	Incumbent
21-1093.00	1.C.3.c	Social Orientation	IM	4.06	25	.17	3.71	4.4	N	12/2004	Incumbent
21-1093.00	1.C.4.a	Self Control	IM	4.44	25	.21	4.01	4.88	N	12/2004	Incumbent
21-1093.00	1.C.4.b	Stress Tolerance	IM	4.56	25	.17	4.2	4.92	N	12/2004	Incumbent
21-1093.00	1.C.4.c	Adaptability/Flexibility	IM	4.56	25	.15	4.25	4.86	N	12/2004	Incumbent
21-1093.00	1.C.5.a	Dependability	IM	4.79	25	.09	4.6	4.98	N	12/2004	Incumbent
21-1093.00	1.C.5.b	Attention to Detail	IM	4.11	25	.24	3.62	4.6	N	12/2004	Incumbent
21-1093.00	1.C.5.c	Integrity	IM	4.84	25	.1	4.65	5	N	12/2004	Incumbent
21-1093.00	1.C.6	Independence	IM	3.84	25	.2	3.43	4.25	N	12/2004	Incumbent
21-1093.00	1.C.7.a	Innovation	IM	3.82	25	.29	3.22	4.43	N	12/2004	Incumbent
21-1093.00	1.C.7.b	Analytical Thinking	IM	3.88	25	.3	3.26	4.49	N	12/2004	Incumbent
23-1011.00	1.C.1.a	Achievement/Effort	IM	4.28	39	.2	3.88	4.68	N	12/2004	Incumbent
23-1011.00	1.C.1.b	Persistence	IM	4.33	38	.14	4.05	4.61	N	12/2004	Incumbent
23-1011.00	1.C.1.c	Initiative	IM	4.31	39	.15	4.02	4.61	N	12/2004	Incumbent
23-1011.00	1.C.2.b	Leadership	IM	3.87	39	.25	3.36	4.37	N	12/2004	Incumbent
23-1011.00	1.C.3.a	Cooperation	IM	3.81	38	.27	3.26	4.36	N	12/2004	Incumbent
23-1011.00	1.C.3.b	Concern for Others	IM	3.39	38	.27	2.84	3.94	N	12/2004	Incumbent
23-1011.00	1.C.3.c	Social Orientation	IM	2.83	38	.25	2.32	3.35	N	12/2004	Incumbent
23-1011.00	1.C.4.a	Self Control	IM	3.82	38	.21	3.39	4.24	N	12/2004	Incumbent
23-1011.00	1.C.4.b	Stress Tolerance	IM	4.43	38	.17	4.08	4.78	N	12/2004	Incumbent
23-1011.00	1.C.4.c	Adaptability/Flexibility	IM	3.69	38	.16	3.36	4.02	N	12/2004	Incumbent
23-1011.00	1.C.5.a	Dependability	IM	4.55	38	.12	4.3	4.79	N	12/2004	Incumbent
23-1011.00	1.C.5.b	Attention to Detail	IM	4.6	38	.12	4.35	4.84	N	12/2004	Incumbent
23-1011.00	1.C.5.c	Integrity	IM	4.83	39	.09	4.65	5	N	12/2004	Incumbent
23-1011.00	1.C.6	Independence	IM	4.02	39	.19	3.63	4.41	N	12/2004	Incumbent
23-1011.00	1.C.7.a	Innovation	IM	3.27	39	.29	2.67	3.86	N	12/2004	Incumbent
23-1011.00	1.C.7.b	Analytical Thinking	IM	4.27	39	.29	3.69	4.85	N	12/2004	Incumbent
23-2011.00	1.C.1.a	Achievement/Effort	IM	4.02	19	.22	3.56	4.48	N	7/2004	Incumbent
23-2011.00	1.C.1.b	Persistence	IM	4.24	19	.24	3.73	4.76	N	7/2004	Incumbent
23-2011.00	1.C.1.c	Initiative	IM	4.39	19	.19	4	4.78	N	7/2004	Incumbent
23-2011.00	1.C.2.b	Leadership	IM	3.55	19	.3	2.92	4.17	N	7/2004	Incumbent
23-2011.00	1.C.3.a	Cooperation	IM	4.5	19	.19	4.11	4.89	N	7/2004	Incumbent
23-2011.00	1.C.3.b	Concern for Others	IM	3.92	19	.3	3.29	4.55	N	7/2004	Incumbent
23-2011.00	1.C.3.c	Social Orientation	IM	3.86	19	.27	3.3	4.41	N	7/2004	Incumbent
23-2011.00	1.C.4.a	Self Control	IM	4.2	19	.21	3.75	4.64	N	7/2004	Incumbent
23-2011.00	1.C.4.b	Stress Tolerance	IM	4.28	19	.2	3.85	4.71	N	7/2004	Incumbent
23-2011.00	1.C.4.c	Adaptability/Flexibility	IM	4.02	19	.24	3.53	4.52	N	7/2004	Incumbent
23-2011.00	1.C.5.a	Dependability	IM	4.8	19	.15	4.49	5	N	7/2004	Incumbent
23-2011.00	1.C.5.b	Attention to Detail	IM	4.87	19	.08	4.7	5	N	7/2004	Incumbent
23-2011.00	1.C.5.c	Integrity	IM	4.18	19	.3	3.54	4.82	N	7/2004	Incumbent
23-2011.00	1.C.6	Independence	IM	3.96	19	.39	3.15	4.78	N	7/2004	Incumbent
23-2011.00	1.C.7.a	Innovation	IM	3.34	19	.38	2.55	4.13	N	7/2004	Incumbent
23-2011.00	1.C.7.b	Analytical Thinking	IM	3.57	19	.4	2.74	4.4	N	7/2004	Incumbent
23-2092.00	1.C.1.a	Achievement/Effort	IM	3.85	24	.12	3.61	4.1	N	12/2004	Incumbent
23-2092.00	1.C.1.b	Persistence	IM	4.08	24	.31	3.44	4.71	N	12/2004	Incumbent
23-2092.00	1.C.1.c	Initiative	IM	4.27	24	.26	3.73	4.8	N	12/2004	Incumbent
23-2092.00	1.C.2.b	Leadership	IM	3.07	24	.18	2.7	3.44	N	12/2004	Incumbent
23-2092.00	1.C.3.a	Cooperation	IM	4.11	24	.3	3.5	4.73	N	12/2004	Incumbent
23-2092.00	1.C.3.b	Concern for Others	IM	3.75	24	.43	2.86	4.64	N	12/2004	Incumbent
23-2092.00	1.C.3.c	Social Orientation	IM	3.6	24	.44	2.7	4.51	N	12/2004	Incumbent
23-2092.00	1.C.4.a	Self Control	IM	4.12	24	.31	3.48	4.75	N	12/2004	Incumbent
23-2092.00	1.C.4.b	Stress Tolerance	IM	4.12	24	.34	3.42	4.82	N	12/2004	Incumbent
23-2092.00	1.C.4.c	Adaptability/Flexibility	IM	4	24	.33	3.31	4.69	N	12/2004	Incumbent
23-2092.00	1.C.5.a	Dependability	IM	4.45	24	.2	4.03	4.86	N	12/2004	Incumbent
23-2092.00	1.C.5.b	Attention to Detail	IM	4.59	24	.18	4.22	4.96	N	12/2004	Incumbent
23-2092.00	1.C.5.c	Integrity	IM	4.45	24	.24	3.95	4.95	N	12/2004	Incumbent
23-2092.00	1.C.6	Independence	IM	4.28	24	.24	3.78	4.78	N	12/2004	Incumbent
23-2092.00	1.C.7.a	Innovation	IM	3.73	24	.41	2.88	4.59	N	12/2004	Incumbent
23-2092.00	1.C.7.b	Analytical Thinking	IM	4.64	24	.18	4.27	5	N	12/2004	Incumbent
25-4012.00	1.C.1.a	Achievement/Effort	IM	3.94	25	.18	3.57	4.31	N	7/2004	Incumbent
25-4012.00	1.C.1.b	Persistence	IM	3.79	25	.23	3.31	4.26	N	7/2004	Incumbent
25-4012.00	1.C.1.c	Initiative	IM	4.52	25	.21	4.09	4.95	N	7/2004	Incumbent
25-4012.00	1.C.2.b	Leadership	IM	3.8	25	.19	3.41	4.19	N	7/2004	Incumbent
25-4012.00	1.C.3.a	Cooperation	IM	4.4	25	.27	3.83	4.96	N	7/2004	Incumbent
25-4012.00	1.C.3.b	Concern for Others	IM	3.71	25	.33	3.03	4.4	N	7/2004	Incumbent
25-4012.00	1.C.3.c	Social Orientation	IM	2.58	25	.25	2.07	3.09	N	7/2004	Incumbent
25-4012.00	1.C.4.a	Self Control	IM	3.95	25	.42	3.09	4.82	N	7/2004	Incumbent
25-4012.00	1.C.4.b	Stress Tolerance	IM	3.68	25	.38	2.9	4.45	N	7/2004	Incumbent
25-4012.00	1.C.4.c	Adaptability/Flexibility	IM	3.93	25	.11	3.7	4.17	N	7/2004	Incumbent
25-4012.00	1.C.5.a	Dependability	IM	4.69	25	.16	4.36	5	N	7/2004	Incumbent
25-4012.00	1.C.5.b	Attention to Detail	IM	4.87	25	.07	4.73	5	N	7/2004	Incumbent
25-4012.00	1.C.5.c	Integrity	IM	4.45	25	.22	4	4.91	N	7/2004	Incumbent
25-4012.00	1.C.6	Independence	IM	4.58	25	.22	4.14	5	N	7/2004	Incumbent
25-4012.00	1.C.7.a	Innovation	IM	4.34	25	.23	3.86	4.82	N	7/2004	Incumbent
25-4012.00	1.C.7.b	Analytical Thinking	IM	4.28	25	.26	3.75	4.81	N	7/2004	Incumbent
25-4013.00	1.C.1.a	Achievement/Effort	IM	3.32	29	.26	2.79	3.85	N	12/2004	Incumbent
25-4013.00	1.C.1.b	Persistence	IM	3.52	29	.3	2.91	4.12	N	12/2004	Incumbent
25-4013.00	1.C.1.c	Initiative	IM	3.75	29	.25	3.24	4.26	N	12/2004	Incumbent
25-4013.00	1.C.2.b	Leadership	IM	3.84	29	.23	3.37	4.32	N	12/2004	Incumbent
25-4013.00	1.C.3.a	Cooperation	IM	4.31	29	.08	4.15	4.47	N	12/2004	Incumbent
