O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
17-2041.00	3.A.1	Related Work Experience	RW	4	6.82	23	6.59	.84	38.64	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	5	7.71	23	7.51	.93	42.71	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	6	13.24	23	11.56	1.86	55.15	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	7	34.28	23	12.54	14.12	62.33	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	8	14.12	23	8.54	3.68	41.45	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	9	6.21	23	3.91	1.62	21.05	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	10	7.17	23	6.45	1.02	36.59	N	12/2004	Incumbent
17-2041.00	3.A.1	Related Work Experience	RW	11	1.55	23	1.6	.18	12.1	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	1	7.62	23	6.29	1.28	34.46	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	2	54.2	23	14.65	25.81	80.1	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	3	16.83	23	11.6	3.5	53.02	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	4	8.86	23	6.87	1.64	36.22	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	5	4.9	23	3.6	1.03	20.39	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	6	7.58	23	6.29	1.26	34.53	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	7	0	23	0	n/a	n/a	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	8	0	23	0	n/a	n/a	N	12/2004	Incumbent
17-2041.00	3.A.2	On-Site or In-Plant Training	PT	9	0	23	0	n/a	n/a	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	1	0	23	0	n/a	n/a	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	2	10.11	23	7.16	2.15	36.55	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	3	1.4	23	1.46	.16	11.22	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	4	34.63	23	11.54	15.54	60.39	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	5	28.89	23	13.45	9.46	61.22	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	6	7.58	23	6.29	1.26	34.53	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	7	14.11	23	11.6	2.21	54.47	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	8	3.28	23	2.75	.56	16.96	N	12/2004	Incumbent
17-2041.00	3.A.3	On-the-Job Training	OJ	9	0	23	0	n/a	n/a	N	12/2004	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	1	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	2	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	3	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	4	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	5	6.4	17	6.33	.72	39.09	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	6	89.01	17	7.82	59.8	97.78	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	7	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	8	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	9	4.59	17	4.62	.51	31.06	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	10	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	11	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	2.D.1	Required Level of Education	RL	12	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	1	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	2	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	3	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	4	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	5	.45	17	.47	.05	4.05	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	6	6.4	17	6.33	.72	39.09	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	7	8.53	17	6.16	1.72	33.2	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	8	70.83	17	12.01	41.46	89.28	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	9	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	10	6.66	17	4.99	1.28	28.14	N	3/2003	Incumbent
17-2051.00	3.A.1	Related Work Experience	RW	11	7.12	17	5.66	1.23	32.02	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	1	36.73	17	15.85	12.03	71.15	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	2	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	3	1.3	17	1.35	.14	10.96	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	4	4.84	17	3.88	.85	23.29	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	5	11.94	17	11.12	1.42	56.09	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	6	15.22	17	10.36	3.17	49.6	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	7	29.96	17	15.58	8.14	67.37	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	8	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.2	On-Site or In-Plant Training	PT	9	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	1	.76	17	.8	.08	6.69	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	2	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	3	5.25	17	4.28	.89	25.56	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	4	19.77	17	11.9	4.79	54.71	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	5	0	17	0	n/a	n/a	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	6	19.81	17	11.23	5.23	52.5	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	7	31.7	17	16.29	8.61	69.58	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	8	17.25	17	14.49	2.37	64.2	N	3/2003	Incumbent
17-2051.00	3.A.3	On-the-Job Training	OJ	9	5.46	17	5.45	.61	35.11	N	3/2003	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	1	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	2	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	3	6.49	20	6.51	.73	39.59	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	4	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	5	30.81	20	10.48	13.73	55.47	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	6	60.53	20	10.57	37.79	79.47	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	7	2.18	20	2.33	.22	18.09	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	8	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	9	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	10	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	11	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	2.D.1	Required Level of Education	RL	12	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	1	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	2	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	3	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	4	4.94	20	5.33	.48	35.9	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	5	24.05	20	13.3	6.45	59.26	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	6	1.89	20	2.11	.18	17.17	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	7	20.67	20	12.58	4.97	56.47	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	8	.6	20	.57	.08	4.32	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	9	34.9	20	9.02	18.93	55.17	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	10	1.09	20	1.21	.1	10.42	N	7/2004	Incumbent
17-2071.00	3.A.1	Related Work Experience	RW	11	11.86	20	9.55	1.95	47.68	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	1	24.05	20	13.3	6.45	59.26	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	2	11.48	20	8.4	2.25	42.24	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	3	9.67	20	7.69	1.67	40.33	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	4	6.65	20	5.98	.94	34.87	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	5	29.59	20	11.37	11.83	56.83	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	6	7.58	20	6.75	1.08	38.17	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	7	.4	20	.36	.06	2.56	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	8	10.33	20	9.12	1.44	47.51	N	7/2004	Incumbent
17-2071.00	3.A.2	On-Site or In-Plant Training	PT	9	.26	20	.29	.02	2.68	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	1	24.05	20	13.3	6.45	59.26	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	2	1.89	20	2.11	.18	17.17	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	3	14.64	20	11.02	2.64	52.06	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	4	11.72	20	7.89	2.62	39.57	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	5	36	20	10	18.49	58.26	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	6	11.03	20	7.76	2.31	39.34	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	7	.4	20	.36	.06	2.56	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	8	0	20	0	n/a	n/a	N	7/2004	Incumbent
17-2071.00	3.A.3	On-the-Job Training	OJ	9	.26	20	.29	.02	2.68	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	1	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	2	.39	28	.42	.04	3.39	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	3	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	4	17.12	28	15.32	2.21	65.42	Y	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	5	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	6	22.92	28	10.07	8.45	48.91	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	7	.72	28	.68	.1	4.86	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	8	42.39	28	17.67	14.28	76.46	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	9	15.95	28	14.47	2.03	63.5	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	10	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	11	.51	28	.43	.09	2.8	N	7/2004	Incumbent
17-2081.00	2.D.1	Required Level of Education	RL	12	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	1	6.48	28	5.95	.92	34.21	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	2	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	3	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	4	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	5	.36	28	.38	.04	3.08	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	6	7.26	28	5.51	1.44	29.57	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	7	29.04	28	15.09	8.35	64.78	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	8	18.46	28	14.45	3.06	61.88	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	9	22.28	28	16.11	4.07	65.93	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	10	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.1	Related Work Experience	RW	11	16.12	28	8.44	5.06	40.89	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	1	10.57	28	7.46	2.28	37.39	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	2	24.87	28	16.12	5.33	66.04	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	3	14.4	28	8.36	4.02	40.33	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	4	17.29	28	14.46	2.56	62.47	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	5	14.03	28	8.08	3.96	39.22	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	6	.39	28	.42	.04	3.39	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	7	18.45	28	15.28	2.74	64.5	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	8	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.2	On-Site or In-Plant Training	PT	9	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	1	26.62	28	14.65	7.22	62.83	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	2	2.42	28	1.72	.55	9.95	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	3	26.51	28	15.82	6.38	65.62	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	4	6.64	28	5.47	1.15	30.32	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	5	10	28	6.48	2.47	32.75	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	6	2.38	28	1.71	.53	9.98	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	7	19.77	28	15.28	3.3	64.02	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	8	0	28	0	n/a	n/a	N	7/2004	Incumbent
17-2081.00	3.A.3	On-the-Job Training	OJ	9	5.67	28	5.38	.76	32.15	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	1	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	2	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	3	.36	18	.38	.04	3.29	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	4	12.12	18	11.43	1.41	57.02	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	5	.74	18	.78	.08	6.54	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	6	85.24	18	11.54	45.46	97.56	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	7	1.55	18	1.6	.17	12.61	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	8	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	9	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	10	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	11	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	2.D.1	Required Level of Education	RL	12	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	1	12.12	18	11.43	1.41	57.02	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	2	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	3	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	4	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	5	30.52	18	12.73	11.02	60.92	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	6	.17	18	.18	.02	1.6	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	7	26.65	18	12.48	8.63	58.3	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	8	14.2	18	11.48	2.22	54.72	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	9	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	10	14.79	18	11.69	2.39	55.14	N	7/2004	Incumbent
17-2112.00	3.A.1	Related Work Experience	RW	11	1.55	18	1.6	.17	12.61	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	1	23.15	18	12.56	6.36	57.19	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	2	.91	18	.81	.14	5.7	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	3	12.82	18	11.45	1.67	56.1	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	4	22.91	18	11.47	7.02	53.92	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	5	13.83	18	11.47	2.06	55.01	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	6	9.16	18	8.92	1.04	49.22	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	7	12.12	18	11.43	1.41	57.02	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	8	5.1	18	3.88	.98	22.59	N	7/2004	Incumbent
17-2112.00	3.A.2	On-Site or In-Plant Training	PT	9	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	1	11.03	18	9.15	1.71	46.98	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	2	.17	18	.18	.02	1.6	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	3	26.14	18	15.06	6.39	64.73	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	4	11.4	18	9.11	1.88	46.33	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	5	2.79	18	1.94	.63	11.49	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	6	12.65	18	10.01	2.1	49.46	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	7	35.82	18	16.59	10.85	71.9	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	8	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2112.00	3.A.3	On-the-Job Training	OJ	9	0	18	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	1	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	2	11.67	22	8.82	2.18	43.93	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	3	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	4	3.04	22	2.5	.53	15.48	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	5	3.58	22	2.52	.8	14.52	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	6	81.36	22	10.48	50.9	94.84	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	7	.36	22	.39	.04	3.29	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	8	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	9	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	10	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	11	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	2.D.1	Required Level of Education	RL	12	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	1	19.45	22	17.19	2.41	70.28	Y	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	2	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	3	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	4	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	5	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	6	27.85	22	17.48	5.95	70.2	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	7	15.28	22	10.46	3.25	49.21	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	8	8.67	22	7.52	1.3	40.6	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	9	16.46	22	10.62	3.81	49.53	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	10	7.17	22	5.89	1.21	32.73	N	7/2004	Incumbent
17-2141.00	3.A.1	Related Work Experience	RW	11	5.12	22	4.92	.65	30.68	N	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	1	25.34	22	17.43	4.76	69.74	Y	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	2	30.71	22	20.88	5.45	77.32	Y	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	3	9.26	22	7.76	1.47	41.08	N	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	4	6.7	22	5.1	1.3	28.14	N	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	5	20.25	22	17.18	2.7	69.87	Y	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	6	4.7	22	4.85	.52	31.95	N	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	7	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	8	3.05	22	3.2	.33	22.97	N	7/2004	Incumbent
17-2141.00	3.A.2	On-Site or In-Plant Training	PT	9	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	1	.21	22	.18	.03	1.27	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	2	38.63	22	15.4	14.02	70.84	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	3	7.43	22	5.46	1.52	29.52	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	4	1.63	22	1.34	.29	8.57	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	5	23.09	22	17.19	3.85	69.2	Y	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	6	21.17	22	10.93	6.43	51.19	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	7	7.56	22	7.35	.91	42.18	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	8	.28	22	.31	.03	2.6	N	7/2004	Incumbent
17-2141.00	3.A.3	On-the-Job Training	OJ	9	0	22	0	n/a	n/a	N	7/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	1	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	2	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	3	2.17	25	2.17	.27	15.48	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	4	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	5	5.39	25	5.31	.66	32.8	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	6	71.72	25	8.65	51.26	85.95	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	7	2.15	25	2.18	.26	15.77	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	8	18.56	25	8.02	7.08	40.54	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	9	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	10	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	11	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	2.D.1	Required Level of Education	RL	12	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	3.A.1	Related Work Experience	RW	1	0	25	0	n/a	n/a	N	12/2004	Incumbent
17-2151.00	3.A.1	Related Work Experience	RW	2	0	25	0	n/a	n/a	N	12/2004	Incumbent
