O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
23-1023.00	3.A.3	On-the-Job Training	OJ	9	0.00	27	0.00	n/a	n/a	N	07/2005	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	1	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	2	10.95	18	6.65	2.84	34.14	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	3	5.78	18	5.39	0.76	33.07	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	4	23.74	18	15.54	4.84	65.56	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	5	30.42	18	15.32	8.67	66.81	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	6	29.11	18	14.30	8.68	63.93	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	7	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	8	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	9	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	10	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	11	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	2.D.1	Required Level of Education	RL	12	0.00	18	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	1	6.76	19	4.89	1.40	27.01	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	2	0.00	19	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	3	1.06	19	1.10	0.12	8.78	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	4	5.47	19	5.42	0.64	34.35	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	5	16.39	19	14.32	2.14	63.80	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	6	26.25	19	12.11	8.73	56.97	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	7	37.55	19	15.54	13.00	70.76	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	8	4.24	19	3.22	0.83	18.97	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	9	0.00	19	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	10	1.90	19	1.95	0.21	14.84	N	07/2004	Incumbent
23-2011.00	3.A.1	Related Work Experience	RW	11	0.38	19	0.39	0.04	3.31	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	1	25.80	19	14.29	6.76	62.51	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	2	4.28	19	3.25	0.84	19.13	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	3	7.36	19	7.15	0.87	41.86	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	4	11.33	19	7.99	2.35	40.43	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	5	25.60	19	13.46	7.23	60.29	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	6	21.10	19	14.02	4.36	61.08	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	7	4.54	19	3.39	0.91	19.74	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	19	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	19	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	1	20.87	19	14.30	4.10	61.93	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	2	4.55	19	3.48	0.88	20.43	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	3	14.88	19	9.08	3.73	44.07	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	4	10.81	19	7.69	2.22	39.28	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	5	16.42	19	11.83	3.11	54.57	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	6	26.10	19	14.52	6.77	63.21	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	7	6.37	19	5.05	1.14	28.72	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	8	0.00	19	0.00	n/a	n/a	N	07/2004	Incumbent
23-2011.00	3.A.3	On-the-Job Training	OJ	9	0.00	19	0.00	n/a	n/a	N	07/2004	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	1	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	2	0.77	29	0.84	0.08	6.93	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	3	17.52	29	9.62	5.15	45.37	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	4	2.91	29	2.59	0.46	16.38	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	5	74.69	29	12.52	43.18	91.97	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	6	3.87	29	3.16	0.70	18.69	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	7	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	8	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	9	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	10	0.24	29	0.27	0.03	2.25	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	11	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	2.D.1	Required Level of Education	RL	12	0.00	29	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	1	45.88	32	14.09	21.04	72.95	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	2	0.88	32	0.93	0.10	7.26	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	3	15.17	32	10.79	3.13	49.70	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	4	3.57	32	2.80	0.70	16.29	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	5	1.33	32	1.41	0.15	10.74	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	6	20.81	32	16.19	3.42	66.08	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	7	11.74	32	9.85	1.88	48.03	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	8	0.62	32	0.66	0.07	5.22	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	9	0.00	32	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	10	0.00	32	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.1	Related Work Experience	RW	11	0.00	32	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	1	20.99	33	10.51	6.81	49.13	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	2	58.02	33	12.62	32.47	79.89	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	3	5.00	33	2.88	1.51	15.31	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	4	12.50	33	9.87	2.22	47.29	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	5	1.34	33	1.42	0.15	10.77	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	6	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	7	1.54	33	1.52	0.20	10.80	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	8	0.61	33	0.64	0.07	5.08	N	12/2005	Incumbent
23-2091.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	1	6.08	33	3.77	1.66	19.91	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	2	35.33	33	14.46	13.09	66.47	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	3	37.81	33	14.46	14.80	68.02	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	4	7.30	33	3.87	2.39	20.18	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	5	13.48	33	10.02	2.64	47.28	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	6	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	7	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	8	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
23-2091.00	3.A.3	On-the-Job Training	OJ	9	0.00	33	0.00	n/a	n/a	N	12/2005	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	1	0.00	23	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	2	0.00	23	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	3	1.93	23	2.01	0.21	15.21	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	4	0.00	23	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	5	39.34	23	19.76	10.43	78.32	Y	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	6	11.62	23	6.88	3.17	34.55	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	7	0.00	23	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	8	2.04	23	2.14	0.23	16.02	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	9	0.00	23	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	10	21.71	23	10.34	7.28	49.49	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	11	23.36	23	10.35	8.42	50.26	N	12/2004	Incumbent
23-2092.00	2.D.1	Required Level of Education	RL	12	0.00	23	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	1	42.70	24	15.32	16.95	73.13	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	2	4.77	24	4.82	0.55	31.02	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	3	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	4	3.17	24	3.28	0.36	23.03	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	5	4.77	24	4.82	0.55	31.02	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	6	11.27	24	6.56	3.17	33.04	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	7	2.65	24	2.27	0.44	14.42	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	8	30.68	24	20.81	5.52	77.01	Y	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	9	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	10	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.1	Related Work Experience	RW	11	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	1	28.30	24	12.14	10.27	57.63	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	2	25.43	24	10.87	9.44	52.74	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	3	11.43	24	8.24	2.34	40.98	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	4	3.19	24	2.51	0.61	15.06	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	5	2.05	24	2.13	0.23	15.86	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	6	0.79	24	0.84	0.09	6.70	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	7	28.81	24	21.19	4.56	77.44	Y	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	1	14.00	24	7.41	4.36	36.77	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	2	21.70	24	9.48	8.04	46.77	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	3	22.91	24	10.35	8.12	49.97	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	4	1.21	24	1.27	0.14	9.91	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	5	33.52	24	20.23	7.16	76.73	Y	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	6	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	7	6.67	24	6.61	0.79	39.16	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	8	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2092.00	3.A.3	On-the-Job Training	OJ	9	0.00	24	0.00	n/a	n/a	N	12/2004	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	1	1.03	24	0.69	0.26	4.02	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	2	56.35	24	16.31	24.68	83.57	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	3	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	4	39.92	24	16.54	13.76	73.45	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	5	0.57	24	0.61	0.06	5.08	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	6	2.12	24	1.51	0.48	8.93	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	7	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	8	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	9	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	10	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	11	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	2.D.1	Required Level of Education	RL	12	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	1	34.03	24	22.29	6.20	80.10	Y	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	2	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	3	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	4	18.25	24	13.65	3.26	59.70	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	5	2.82	24	1.98	0.65	11.45	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	6	3.51	24	2.35	0.86	13.25	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	7	0.92	24	0.74	0.17	4.74	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	8	0.77	24	0.61	0.15	3.89	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	9	20.92	24	19.12	2.36	74.30	Y	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	10	18.77	24	13.56	3.54	59.25	N	06/2006	Incumbent
23-2093.00	3.A.1	Related Work Experience	RW	11	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	1	39.38	23	27.19	5.77	87.33	Y	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	2	2.06	23	1.63	0.39	10.13	N	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	3	20.32	23	19.37	2.09	75.31	Y	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	4	1.39	23	0.83	0.40	4.75	N	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	5	2.28	23	1.62	0.51	9.57	N	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	6	0.34	23	0.37	0.04	3.15	N	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	7	13.73	23	13.86	1.38	64.32	Y	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	8	20.50	23	19.38	2.14	75.24	Y	06/2006	Incumbent
23-2093.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	23	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	1	1.57	24	1.64	0.18	12.58	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	2	0.00	24	0.00	n/a	n/a	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	3	0.69	24	0.55	0.13	3.48	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	4	40.16	24	16.46	13.99	73.47	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	5	22.42	24	13.01	5.79	57.60	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	6	0.34	24	0.36	0.04	3.07	N	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	7	13.77	24	13.66	1.46	63.29	Y	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	8	20.69	24	19.12	2.29	74.39	Y	06/2006	Incumbent
23-2093.00	3.A.3	On-the-Job Training	OJ	9	0.35	24	0.38	0.04	3.19	N	06/2006	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	1	0.00	112	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	2	0.00	112	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	3	0.00	112	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	4	0.00	112	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	5	0.00	112	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	6	12.26	112	4.10	6.16	22.92	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	7	4.50	112	3.13	1.10	16.65	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	8	33.84	112	5.91	23.26	46.32	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	9	1.37	112	0.85	0.40	4.61	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	10	5.04	112	3.32	1.33	17.32	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	11	40.80	112	6.73	28.40	54.49	N	07/2005	Incumbent
25-1011.00	2.D.1	Required Level of Education	RL	12	2.19	112	1.33	0.65	7.12	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	1	15.86	114	5.31	7.90	29.31	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	2	0.00	114	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	3	0.00	114	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	4	0.00	114	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	5	3.63	114	2.88	0.73	16.15	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	6	12.47	114	3.74	6.73	21.94	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	7	26.76	114	5.76	16.95	39.54	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	8	24.60	114	5.68	15.10	37.44	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	9	6.85	114	3.60	2.34	18.36	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	10	5.96	114	3.37	1.89	17.25	N	07/2005	Incumbent
25-1011.00	3.A.1	Related Work Experience	RW	11	3.88	114	1.60	1.70	8.63	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	1	41.42	114	6.32	29.69	54.22	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	2	17.63	114	5.24	9.48	30.45	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	3	9.41	114	3.87	4.06	20.34	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	4	2.85	114	1.12	1.30	6.13	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	5	10.90	114	4.29	4.85	22.69	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	6	9.19	114	3.80	3.94	19.95	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	7	4.72	114	3.12	1.24	16.35	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	8	3.86	114	1.86	1.47	9.79	N	07/2005	Incumbent
25-1011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	114	0.00	n/a	n/a	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	1	34.72	114	6.17	23.66	47.70	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	2	21.19	114	5.39	12.42	33.77	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	3	5.08	114	2.50	1.88	12.99	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	4	5.87	114	3.18	1.95	16.34	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	5	7.80	114	2.53	4.04	14.52	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	6	13.81	114	4.99	6.53	26.87	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	7	8.75	114	4.25	3.23	21.60	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	8	2.79	114	1.56	0.91	8.22	N	07/2005	Incumbent
25-1011.00	3.A.3	On-the-Job Training	OJ	9	0.00	114	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	1	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	2	0.88	97	0.87	0.12	6.05	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	3	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	4	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	5	0.96	97	0.96	0.13	6.73	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	6	23.70	97	4.90	15.36	34.71	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	7	5.11	97	2.65	1.79	13.76	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	8	40.96	97	5.83	30.07	52.81	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	9	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	10	1.57	97	1.56	0.21	10.55	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	11	22.97	97	5.62	13.70	35.90	N	07/2005	Incumbent
25-1021.00	2.D.1	Required Level of Education	RL	12	3.86	97	2.68	0.95	14.41	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	1	7.37	97	3.66	2.68	18.74	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	2	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	3	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	4	2.43	97	1.70	0.59	9.39	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	5	3.26	97	1.80	1.07	9.47	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	6	19.12	97	4.81	11.31	30.47	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	7	46.17	97	6.61	33.59	59.25	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	8	13.60	97	3.95	7.47	23.48	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	9	6.39	97	3.13	2.36	16.18	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	10	0.00	97	0.00	n/a	n/a	N	07/2005	Incumbent
25-1021.00	3.A.1	Related Work Experience	RW	11	1.66	97	0.97	0.52	5.22	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	1	41.17	98	6.20	29.63	53.77	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	2	18.96	98	4.37	11.75	29.15	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	3	9.40	98	4.03	3.90	20.97	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	4	7.24	98	3.18	2.96	16.65	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	5	7.68	98	2.74	3.71	15.20	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	6	7.54	98	2.65	3.70	14.77	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	7	7.42	98	3.48	2.85	17.99	N	07/2005	Incumbent
25-1021.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	98	0.00	n/a	n/a	N	07/2005	Incumbent
